timestamp,meal_type,number_of_students,date,hour,day_of_week,is_weekend,week,meal_slot,crowd_ratio,hour_label,day_name,week_type,crowd_level,time_slot_label
2024-03-01 12:40:00,Lunch,664.0,2024-03-01,12,4,0,9,1,0.5870910698496905,12:00–13:00,Friday,Weekday,Medium,Lunch 12:00–13:00
2024-03-01 12:50:00,Lunch,697.0,2024-03-01,12,4,0,9,1,0.6162687886825818,12:00–13:00,Friday,Weekday,High,Lunch 12:00–13:00
2024-03-01 13:00:00,Lunch,978.0,2024-03-01,13,4,0,9,1,0.8647214854111406,13:00–14:00,Friday,Weekday,High,Lunch 13:00–14:00
2024-03-01 13:10:00,Lunch,995.0,2024-03-01,13,4,0,9,1,0.8797524314765695,13:00–14:00,Friday,Weekday,High,Lunch 13:00–14:00
2024-03-01 13:20:00,Lunch,546.0,2024-03-01,13,4,0,9,1,0.4827586206896552,13:00–14:00,Friday,Weekday,Medium,Lunch 13:00–14:00
2024-03-01 13:30:00,Lunch,535.0,2024-03-01,13,4,0,9,1,0.4730327144120247,13:00–14:00,Friday,Weekday,Medium,Lunch 13:00–14:00
2024-03-01 13:40:00,Lunch,439.0,2024-03-01,13,4,0,9,1,0.3881520778072502,13:00–14:00,Friday,Weekday,Medium,Lunch 13:00–14:00
2024-03-01 13:50:00,Lunch,164.0,2024-03-01,13,4,0,9,1,0.1450044208664898,13:00–14:00,Friday,Weekday,Low,Lunch 13:00–14:00
2024-03-01 16:00:00,Snacks,196.0,2024-03-01,16,4,0,9,2,0.3881188118811881,16:00–17:00,Friday,Weekday,Medium,Snacks 16:00–17:00
2024-03-01 16:10:00,Snacks,280.0,2024-03-01,16,4,0,9,2,0.5544554455445545,16:00–17:00,Friday,Weekday,Medium,Snacks 16:00–17:00
2024-03-01 16:20:00,Snacks,389.0,2024-03-01,16,4,0,9,2,0.7702970297029703,16:00–17:00,Friday,Weekday,High,Snacks 16:00–17:00
2024-03-01 16:30:00,Snacks,381.0,2024-03-01,16,4,0,9,2,0.7544554455445545,16:00–17:00,Friday,Weekday,High,Snacks 16:00–17:00
2024-03-01 16:40:00,Snacks,372.0,2024-03-01,16,4,0,9,2,0.7366336633663366,16:00–17:00,Friday,Weekday,High,Snacks 16:00–17:00
2024-03-01 16:50:00,Snacks,308.0,2024-03-01,16,4,0,9,2,0.6099009900990099,16:00–17:00,Friday,Weekday,High,Snacks 16:00–17:00
2024-03-01 19:00:00,Dinner,106.0,2024-03-01,19,4,0,9,3,0.0896027049873203,19:00–20:00,Friday,Weekday,Low,Dinner 19:00–20:00
2024-03-01 19:10:00,Dinner,272.0,2024-03-01,19,4,0,9,3,0.2299239222316145,19:00–20:00,Friday,Weekday,Low,Dinner 19:00–20:00
2024-03-01 19:20:00,Dinner,310.0,2024-03-01,19,4,0,9,3,0.2620456466610312,19:00–20:00,Friday,Weekday,Low,Dinner 19:00–20:00
2024-03-01 19:30:00,Dinner,286.0,2024-03-01,19,4,0,9,3,0.2417582417582417,19:00–20:00,Friday,Weekday,Low,Dinner 19:00–20:00
2024-03-01 19:40:00,Dinner,487.0,2024-03-01,19,4,0,9,3,0.4116652578191039,19:00–20:00,Friday,Weekday,Medium,Dinner 19:00–20:00
2024-03-01 19:50:00,Dinner,789.0,2024-03-01,19,4,0,9,3,0.6669484361792054,19:00–20:00,Friday,Weekday,High,Dinner 19:00–20:00
2024-03-01 20:00:00,Dinner,806.0,2024-03-01,20,4,0,9,3,0.6813186813186813,20:00–21:00,Friday,Weekday,High,Dinner 20:00–21:00
2024-03-01 20:10:00,Dinner,736.0,2024-03-01,20,4,0,9,3,0.6221470836855453,20:00–21:00,Friday,Weekday,High,Dinner 20:00–21:00
2024-03-01 20:20:00,Dinner,696.0,2024-03-01,20,4,0,9,3,0.588334742180896,20:00–21:00,Friday,Weekday,Medium,Dinner 20:00–21:00
2024-03-01 20:30:00,Dinner,614.0,2024-03-01,20,4,0,9,3,0.5190194420963652,20:00–21:00,Friday,Weekday,Medium,Dinner 20:00–21:00
2024-03-01 20:40:00,Dinner,375.0,2024-03-01,20,4,0,9,3,0.3169907016060862,20:00–21:00,Friday,Weekday,Medium,Dinner 20:00–21:00
2024-03-01 20:50:00,Dinner,235.0,2024-03-01,20,4,0,9,3,0.198647506339814,20:00–21:00,Friday,Weekday,Low,Dinner 20:00–21:00
2024-03-02 07:00:00,Breakfast,24.0,2024-03-02,7,5,1,9,0,0.0437158469945355,07:00–08:00,Saturday,Weekend,Low,Breakfast 07:00–08:00
2024-03-02 07:10:00,Breakfast,57.0,2024-03-02,7,5,1,9,0,0.1038251366120218,07:00–08:00,Saturday,Weekend,Low,Breakfast 07:00–08:00
2024-03-02 07:20:00,Breakfast,121.0,2024-03-02,7,5,1,9,0,0.2204007285974499,07:00–08:00,Saturday,Weekend,Low,Breakfast 07:00–08:00
2024-03-02 07:30:00,Breakfast,160.0,2024-03-02,7,5,1,9,0,0.2914389799635701,07:00–08:00,Saturday,Weekend,Low,Breakfast 07:00–08:00
2024-03-02 07:40:00,Breakfast,225.0,2024-03-02,7,5,1,9,0,0.4098360655737705,07:00–08:00,Saturday,Weekend,Medium,Breakfast 07:00–08:00
2024-03-02 07:50:00,Breakfast,271.0,2024-03-02,7,5,1,9,0,0.4936247723132969,07:00–08:00,Saturday,Weekend,Medium,Breakfast 07:00–08:00
2024-03-02 08:00:00,Breakfast,267.0,2024-03-02,8,5,1,9,0,0.4863387978142076,08:00–09:00,Saturday,Weekend,Medium,Breakfast 08:00–09:00
2024-03-02 08:10:00,Breakfast,312.0,2024-03-02,8,5,1,9,0,0.5683060109289617,08:00–09:00,Saturday,Weekend,Medium,Breakfast 08:00–09:00
2024-03-02 08:20:00,Breakfast,188.0,2024-03-02,8,5,1,9,0,0.3424408014571949,08:00–09:00,Saturday,Weekend,Medium,Breakfast 08:00–09:00
2024-03-02 08:30:00,Breakfast,134.0,2024-03-02,8,5,1,9,0,0.24408014571949,08:00–09:00,Saturday,Weekend,Low,Breakfast 08:00–09:00
2024-03-02 08:40:00,Breakfast,69.0,2024-03-02,8,5,1,9,0,0.1256830601092896,08:00–09:00,Saturday,Weekend,Low,Breakfast 08:00–09:00
2024-03-02 08:50:00,Breakfast,75.0,2024-03-02,8,5,1,9,0,0.1366120218579235,08:00–09:00,Saturday,Weekend,Low,Breakfast 08:00–09:00
2024-03-02 12:00:00,Lunch,69.0,2024-03-02,12,5,1,9,1,0.0610079575596817,12:00–13:00,Saturday,Weekend,Low,Lunch 12:00–13:00
2024-03-02 12:10:00,Lunch,179.0,2024-03-02,12,5,1,9,1,0.1582670203359858,12:00–13:00,Saturday,Weekend,Low,Lunch 12:00–13:00
2024-03-02 12:20:00,Lunch,250.0,2024-03-02,12,5,1,9,1,0.2210433244916003,12:00–13:00,Saturday,Weekend,Low,Lunch 12:00–13:00
2024-03-02 12:30:00,Lunch,335.0,2024-03-02,12,5,1,9,1,0.2961980548187444,12:00–13:00,Saturday,Weekend,Low,Lunch 12:00–13:00
2024-03-02 12:40:00,Lunch,389.0,2024-03-02,12,5,1,9,1,0.3439434129089301,12:00–13:00,Saturday,Weekend,Medium,Lunch 12:00–13:00
2024-03-02 12:50:00,Lunch,627.0,2024-03-02,12,5,1,9,1,0.5543766578249337,12:00–13:00,Saturday,Weekend,Medium,Lunch 12:00–13:00
2024-03-02 13:00:00,Lunch,580.0,2024-03-02,13,5,1,9,1,0.5128205128205128,13:00–14:00,Saturday,Weekend,Medium,Lunch 13:00–14:00
2024-03-02 13:10:00,Lunch,576.0,2024-03-02,13,5,1,9,1,0.5092838196286472,13:00–14:00,Saturday,Weekend,Medium,Lunch 13:00–14:00
2024-03-02 13:20:00,Lunch,513.0,2024-03-02,13,5,1,9,1,0.4535809018567639,13:00–14:00,Saturday,Weekend,Medium,Lunch 13:00–14:00
2024-03-02 13:30:00,Lunch,370.0,2024-03-02,13,5,1,9,1,0.3271441202475685,13:00–14:00,Saturday,Weekend,Medium,Lunch 13:00–14:00
2024-03-02 13:40:00,Lunch,205.0,2024-03-02,13,5,1,9,1,0.1812555260831123,13:00–14:00,Saturday,Weekend,Low,Lunch 13:00–14:00
2024-03-02 13:50:00,Lunch,159.0,2024-03-02,13,5,1,9,1,0.1405835543766578,13:00–14:00,Saturday,Weekend,Low,Lunch 13:00–14:00
2024-03-02 16:00:00,Snacks,159.0,2024-03-02,16,5,1,9,2,0.3148514851485148,16:00–17:00,Saturday,Weekend,Medium,Snacks 16:00–17:00
2024-03-02 16:10:00,Snacks,193.0,2024-03-02,16,5,1,9,2,0.3821782178217822,16:00–17:00,Saturday,Weekend,Medium,Snacks 16:00–17:00
2024-03-02 16:20:00,Snacks,238.0,2024-03-02,16,5,1,9,2,0.4712871287128712,16:00–17:00,Saturday,Weekend,Medium,Snacks 16:00–17:00
2024-03-02 16:30:00,Snacks,255.0,2024-03-02,16,5,1,9,2,0.504950495049505,16:00–17:00,Saturday,Weekend,Medium,Snacks 16:00–17:00
2024-03-02 16:40:00,Snacks,200.0,2024-03-02,16,5,1,9,2,0.396039603960396,16:00–17:00,Saturday,Weekend,Medium,Snacks 16:00–17:00
2024-03-02 16:50:00,Snacks,168.0,2024-03-02,16,5,1,9,2,0.3326732673267327,16:00–17:00,Saturday,Weekend,Medium,Snacks 16:00–17:00
2024-03-02 19:00:00,Dinner,110.0,2024-03-02,19,5,1,9,3,0.0929839391377852,19:00–20:00,Saturday,Weekend,Low,Dinner 19:00–20:00
2024-03-02 19:10:00,Dinner,171.0,2024-03-02,19,5,1,9,3,0.1445477599323753,19:00–20:00,Saturday,Weekend,Low,Dinner 19:00–20:00
2024-03-02 19:20:00,Dinner,225.0,2024-03-02,19,5,1,9,3,0.1901944209636517,19:00–20:00,Saturday,Weekend,Low,Dinner 19:00–20:00
2024-03-02 19:30:00,Dinner,372.0,2024-03-02,19,5,1,9,3,0.3144547759932375,19:00–20:00,Saturday,Weekend,Medium,Dinner 19:00–20:00
2024-03-02 19:40:00,Dinner,375.0,2024-03-02,19,5,1,9,3,0.3169907016060862,19:00–20:00,Saturday,Weekend,Medium,Dinner 19:00–20:00
2024-03-02 19:50:00,Dinner,472.0,2024-03-02,19,5,1,9,3,0.3989856297548605,19:00–20:00,Saturday,Weekend,Medium,Dinner 19:00–20:00
2024-03-02 20:00:00,Dinner,442.0,2024-03-02,20,5,1,9,3,0.3736263736263736,20:00–21:00,Saturday,Weekend,Medium,Dinner 20:00–21:00
2024-03-02 20:10:00,Dinner,546.0,2024-03-02,20,5,1,9,3,0.4615384615384615,20:00–21:00,Saturday,Weekend,Medium,Dinner 20:00–21:00
2024-03-02 20:20:00,Dinner,463.0,2024-03-02,20,5,1,9,3,0.3913778529163144,20:00–21:00,Saturday,Weekend,Medium,Dinner 20:00–21:00
2024-03-02 20:30:00,Dinner,395.0,2024-03-02,20,5,1,9,3,0.3338968723584108,20:00–21:00,Saturday,Weekend,Medium,Dinner 20:00–21:00
2024-03-02 20:40:00,Dinner,218.0,2024-03-02,20,5,1,9,3,0.1842772612003381,20:00–21:00,Saturday,Weekend,Low,Dinner 20:00–21:00
2024-03-02 20:50:00,Dinner,165.0,2024-03-02,20,5,1,9,3,0.1394759087066779,20:00–21:00,Saturday,Weekend,Low,Dinner 20:00–21:00
2024-03-03 07:00:00,Breakfast,41.0,2024-03-03,7,6,1,9,0,0.0746812386156648,07:00–08:00,Sunday,Weekend,Low,Breakfast 07:00–08:00
2024-03-03 07:10:00,Breakfast,101.0,2024-03-03,7,6,1,9,0,0.1839708561020036,07:00–08:00,Sunday,Weekend,Low,Breakfast 07:00–08:00
2024-03-03 07:20:00,Breakfast,141.0,2024-03-03,7,6,1,9,0,0.2568306010928962,07:00–08:00,Sunday,Weekend,Low,Breakfast 07:00–08:00
2024-03-03 07:30:00,Breakfast,200.0,2024-03-03,7,6,1,9,0,0.3642987249544626,07:00–08:00,Sunday,Weekend,Medium,Breakfast 07:00–08:00
2024-03-03 07:40:00,Breakfast,238.0,2024-03-03,7,6,1,9,0,0.4335154826958106,07:00–08:00,Sunday,Weekend,Medium,Breakfast 07:00–08:00
2024-03-03 07:50:00,Breakfast,208.0,2024-03-03,7,6,1,9,0,0.3788706739526412,07:00–08:00,Sunday,Weekend,Medium,Breakfast 07:00–08:00
2024-03-03 08:00:00,Breakfast,272.0,2024-03-03,8,6,1,9,0,0.4954462659380692,08:00–09:00,Sunday,Weekend,Medium,Breakfast 08:00–09:00
2024-03-03 08:10:00,Breakfast,340.0,2024-03-03,8,6,1,9,0,0.6193078324225865,08:00–09:00,Sunday,Weekend,High,Breakfast 08:00–09:00
2024-03-03 08:20:00,Breakfast,226.0,2024-03-03,8,6,1,9,0,0.4116575591985428,08:00–09:00,Sunday,Weekend,Medium,Breakfast 08:00–09:00
2024-03-03 08:30:00,Breakfast,134.0,2024-03-03,8,6,1,9,0,0.24408014571949,08:00–09:00,Sunday,Weekend,Low,Breakfast 08:00–09:00
2024-03-03 08:40:00,Breakfast,113.0,2024-03-03,8,6,1,9,0,0.2058287795992714,08:00–09:00,Sunday,Weekend,Low,Breakfast 08:00–09:00
2024-03-03 08:50:00,Breakfast,50.0,2024-03-03,8,6,1,9,0,0.0910746812386156,08:00–09:00,Sunday,Weekend,Low,Breakfast 08:00–09:00
2024-03-03 12:00:00,Lunch,64.0,2024-03-03,12,6,1,9,1,0.0565870910698496,12:00–13:00,Sunday,Weekend,Low,Lunch 12:00–13:00
2024-03-03 12:10:00,Lunch,156.0,2024-03-03,12,6,1,9,1,0.1379310344827586,12:00–13:00,Sunday,Weekend,Low,Lunch 12:00–13:00
2024-03-03 12:20:00,Lunch,270.0,2024-03-03,12,6,1,9,1,0.2387267904509283,12:00–13:00,Sunday,Weekend,Low,Lunch 12:00–13:00
2024-03-03 12:30:00,Lunch,308.0,2024-03-03,12,6,1,9,1,0.2723253757736516,12:00–13:00,Sunday,Weekend,Low,Lunch 12:00–13:00
2024-03-03 12:40:00,Lunch,426.0,2024-03-03,12,6,1,9,1,0.376657824933687,12:00–13:00,Sunday,Weekend,Medium,Lunch 12:00–13:00
2024-03-03 12:50:00,Lunch,427.0,2024-03-03,12,6,1,9,1,0.3775419982316534,12:00–13:00,Sunday,Weekend,Medium,Lunch 12:00–13:00
2024-03-03 13:00:00,Lunch,573.0,2024-03-03,13,6,1,9,1,0.506631299734748,13:00–14:00,Sunday,Weekend,Medium,Lunch 13:00–14:00
2024-03-03 13:10:00,Lunch,382.0,2024-03-03,13,6,1,9,1,0.3377541998231653,13:00–14:00,Sunday,Weekend,Medium,Lunch 13:00–14:00
2024-03-03 13:20:00,Lunch,445.0,2024-03-03,13,6,1,9,1,0.3934571175950486,13:00–14:00,Sunday,Weekend,Medium,Lunch 13:00–14:00
2024-03-03 13:30:00,Lunch,359.0,2024-03-03,13,6,1,9,1,0.3174182139699381,13:00–14:00,Sunday,Weekend,Medium,Lunch 13:00–14:00
2024-03-03 13:40:00,Lunch,168.0,2024-03-03,13,6,1,9,1,0.1485411140583554,13:00–14:00,Sunday,Weekend,Low,Lunch 13:00–14:00
2024-03-03 13:50:00,Lunch,118.0,2024-03-03,13,6,1,9,1,0.1043324491600353,13:00–14:00,Sunday,Weekend,Low,Lunch 13:00–14:00
2024-03-03 16:00:00,Snacks,136.0,2024-03-03,16,6,1,9,2,0.2693069306930693,16:00–17:00,Sunday,Weekend,Low,Snacks 16:00–17:00
2024-03-03 16:10:00,Snacks,175.0,2024-03-03,16,6,1,9,2,0.3465346534653465,16:00–17:00,Sunday,Weekend,Medium,Snacks 16:00–17:00
2024-03-03 16:20:00,Snacks,209.0,2024-03-03,16,6,1,9,2,0.4138613861386138,16:00–17:00,Sunday,Weekend,Medium,Snacks 16:00–17:00
2024-03-03 16:30:00,Snacks,255.0,2024-03-03,16,6,1,9,2,0.504950495049505,16:00–17:00,Sunday,Weekend,Medium,Snacks 16:00–17:00
2024-03-03 16:40:00,Snacks,152.0,2024-03-03,16,6,1,9,2,0.300990099009901,16:00–17:00,Sunday,Weekend,Medium,Snacks 16:00–17:00
2024-03-03 16:50:00,Snacks,205.0,2024-03-03,16,6,1,9,2,0.4059405940594059,16:00–17:00,Sunday,Weekend,Medium,Snacks 16:00–17:00
2024-03-03 19:00:00,Dinner,69.0,2024-03-03,19,6,1,9,3,0.0583262890955198,19:00–20:00,Sunday,Weekend,Low,Dinner 19:00–20:00
2024-03-03 19:10:00,Dinner,122.0,2024-03-03,19,6,1,9,3,0.10312764158918,19:00–20:00,Sunday,Weekend,Low,Dinner 19:00–20:00
2024-03-03 19:20:00,Dinner,154.0,2024-03-03,19,6,1,9,3,0.1301775147928994,19:00–20:00,Sunday,Weekend,Low,Dinner 19:00–20:00
2024-03-03 19:30:00,Dinner,320.0,2024-03-03,19,6,1,9,3,0.2704987320371936,19:00–20:00,Sunday,Weekend,Low,Dinner 19:00–20:00
2024-03-03 19:40:00,Dinner,478.0,2024-03-03,19,6,1,9,3,0.4040574809805579,19:00–20:00,Sunday,Weekend,Medium,Dinner 19:00–20:00
2024-03-03 19:50:00,Dinner,534.0,2024-03-03,19,6,1,9,3,0.4513947590870668,19:00–20:00,Sunday,Weekend,Medium,Dinner 19:00–20:00
2024-03-03 20:00:00,Dinner,567.0,2024-03-03,20,6,1,9,3,0.4792899408284023,20:00–21:00,Sunday,Weekend,Medium,Dinner 20:00–21:00
2024-03-03 20:10:00,Dinner,494.0,2024-03-03,20,6,1,9,3,0.4175824175824176,20:00–21:00,Sunday,Weekend,Medium,Dinner 20:00–21:00
2024-03-03 20:20:00,Dinner,438.0,2024-03-03,20,6,1,9,3,0.3702451394759087,20:00–21:00,Sunday,Weekend,Medium,Dinner 20:00–21:00
2024-03-03 20:30:00,Dinner,273.0,2024-03-03,20,6,1,9,3,0.2307692307692307,20:00–21:00,Sunday,Weekend,Low,Dinner 20:00–21:00
2024-03-03 20:40:00,Dinner,226.0,2024-03-03,20,6,1,9,3,0.1910397295012679,20:00–21:00,Sunday,Weekend,Low,Dinner 20:00–21:00
2024-03-03 20:50:00,Dinner,125.0,2024-03-03,20,6,1,9,3,0.1056635672020287,20:00–21:00,Sunday,Weekend,Low,Dinner 20:00–21:00
2024-03-04 07:00:00,Breakfast,39.0,2024-03-04,7,0,0,10,0,0.0710382513661202,07:00–08:00,Monday,Weekday,Low,Breakfast 07:00–08:00
2024-03-04 07:10:00,Breakfast,114.0,2024-03-04,7,0,0,10,0,0.2076502732240437,07:00–08:00,Monday,Weekday,Low,Breakfast 07:00–08:00
2024-03-04 07:20:00,Breakfast,117.0,2024-03-04,7,0,0,10,0,0.2131147540983606,07:00–08:00,Monday,Weekday,Low,Breakfast 07:00–08:00
2024-03-04 07:30:00,Breakfast,264.0,2024-03-04,7,0,0,10,0,0.4808743169398907,07:00–08:00,Monday,Weekday,Medium,Breakfast 07:00–08:00
2024-03-04 07:40:00,Breakfast,351.0,2024-03-04,7,0,0,10,0,0.639344262295082,07:00–08:00,Monday,Weekday,High,Breakfast 07:00–08:00
2024-03-04 07:50:00,Breakfast,345.0,2024-03-04,7,0,0,10,0,0.6284153005464481,07:00–08:00,Monday,Weekday,High,Breakfast 07:00–08:00
2024-03-04 08:00:00,Breakfast,466.0,2024-03-04,8,0,0,10,0,0.848816029143898,08:00–09:00,Monday,Weekday,High,Breakfast 08:00–09:00
2024-03-04 08:10:00,Breakfast,344.0,2024-03-04,8,0,0,10,0,0.6265938069216758,08:00–09:00,Monday,Weekday,High,Breakfast 08:00–09:00
2024-03-04 08:20:00,Breakfast,287.0,2024-03-04,8,0,0,10,0,0.5227686703096539,08:00–09:00,Monday,Weekday,Medium,Breakfast 08:00–09:00
2024-03-04 08:30:00,Breakfast,192.0,2024-03-04,8,0,0,10,0,0.3497267759562841,08:00–09:00,Monday,Weekday,Medium,Breakfast 08:00–09:00
2024-03-04 08:40:00,Breakfast,164.0,2024-03-04,8,0,0,10,0,0.2987249544626594,08:00–09:00,Monday,Weekday,Low,Breakfast 08:00–09:00
2024-03-04 08:50:00,Breakfast,80.0,2024-03-04,8,0,0,10,0,0.145719489981785,08:00–09:00,Monday,Weekday,Low,Breakfast 08:00–09:00
2024-03-04 12:00:00,Lunch,103.0,2024-03-04,12,0,0,10,1,0.0910698496905393,12:00–13:00,Monday,Weekday,Low,Lunch 12:00–13:00
2024-03-04 12:10:00,Lunch,430.0,2024-03-04,12,0,0,10,1,0.3801945181255526,12:00–13:00,Monday,Weekday,Medium,Lunch 12:00–13:00
2024-03-04 12:20:00,Lunch,368.0,2024-03-04,12,0,0,10,1,0.3253757736516357,12:00–13:00,Monday,Weekday,Medium,Lunch 12:00–13:00
2024-03-04 12:30:00,Lunch,654.0,2024-03-04,12,0,0,10,1,0.5782493368700266,12:00–13:00,Monday,Weekday,Medium,Lunch 12:00–13:00
2024-03-04 12:40:00,Lunch,825.0,2024-03-04,12,0,0,10,1,0.7294429708222812,12:00–13:00,Monday,Weekday,High,Lunch 12:00–13:00
2024-03-04 12:50:00,Lunch,924.0,2024-03-04,12,0,0,10,1,0.8169761273209549,12:00–13:00,Monday,Weekday,High,Lunch 12:00–13:00
2024-03-04 13:00:00,Lunch,430.0,2024-03-04,13,0,0,10,1,0.3801945181255526,13:00–14:00,Monday,Weekday,Medium,Lunch 13:00–14:00
2024-03-04 13:10:00,Lunch,797.0,2024-03-04,13,0,0,10,1,0.7046861184792219,13:00–14:00,Monday,Weekday,High,Lunch 13:00–14:00
2024-03-04 13:20:00,Lunch,717.0,2024-03-04,13,0,0,10,1,0.6339522546419099,13:00–14:00,Monday,Weekday,High,Lunch 13:00–14:00
2024-03-04 13:30:00,Lunch,497.0,2024-03-04,13,0,0,10,1,0.4394341290893015,13:00–14:00,Monday,Weekday,Medium,Lunch 13:00–14:00
2024-03-04 13:40:00,Lunch,327.0,2024-03-04,13,0,0,10,1,0.2891246684350133,13:00–14:00,Monday,Weekday,Low,Lunch 13:00–14:00
2024-03-04 13:50:00,Lunch,221.0,2024-03-04,13,0,0,10,1,0.1954022988505747,13:00–14:00,Monday,Weekday,Low,Lunch 13:00–14:00
2024-03-04 16:00:00,Snacks,179.0,2024-03-04,16,0,0,10,2,0.3544554455445544,16:00–17:00,Monday,Weekday,Medium,Snacks 16:00–17:00
2024-03-04 16:10:00,Snacks,241.0,2024-03-04,16,0,0,10,2,0.4772277227722772,16:00–17:00,Monday,Weekday,Medium,Snacks 16:00–17:00
2024-03-04 16:20:00,Snacks,383.0,2024-03-04,16,0,0,10,2,0.7584158415841584,16:00–17:00,Monday,Weekday,High,Snacks 16:00–17:00
2024-03-04 16:30:00,Snacks,270.0,2024-03-04,16,0,0,10,2,0.5346534653465347,16:00–17:00,Monday,Weekday,Medium,Snacks 16:00–17:00
2024-03-04 16:40:00,Snacks,274.0,2024-03-04,16,0,0,10,2,0.5425742574257426,16:00–17:00,Monday,Weekday,Medium,Snacks 16:00–17:00
2024-03-04 16:50:00,Snacks,340.0,2024-03-04,16,0,0,10,2,0.6732673267326733,16:00–17:00,Monday,Weekday,High,Snacks 16:00–17:00
2024-03-04 19:00:00,Dinner,106.0,2024-03-04,19,0,0,10,3,0.0896027049873203,19:00–20:00,Monday,Weekday,Low,Dinner 19:00–20:00
2024-03-04 19:10:00,Dinner,262.0,2024-03-04,19,0,0,10,3,0.2214708368554522,19:00–20:00,Monday,Weekday,Low,Dinner 19:00–20:00
2024-03-04 19:20:00,Dinner,282.0,2024-03-04,19,0,0,10,3,0.2383770076077768,19:00–20:00,Monday,Weekday,Low,Dinner 19:00–20:00
2024-03-04 19:30:00,Dinner,521.0,2024-03-04,19,0,0,10,3,0.4404057480980557,19:00–20:00,Monday,Weekday,Medium,Dinner 19:00–20:00
2024-03-04 19:40:00,Dinner,763.0,2024-03-04,19,0,0,10,3,0.6449704142011834,19:00–20:00,Monday,Weekday,High,Dinner 19:00–20:00
2024-03-04 19:50:00,Dinner,690.0,2024-03-04,19,0,0,10,3,0.5832628909551987,19:00–20:00,Monday,Weekday,Medium,Dinner 19:00–20:00
2024-03-04 20:00:00,Dinner,1071.0,2024-03-04,20,0,0,10,3,0.9053254437869822,20:00–21:00,Monday,Weekday,High,Dinner 20:00–21:00
2024-03-04 20:10:00,Dinner,755.0,2024-03-04,20,0,0,10,3,0.6382079459002535,20:00–21:00,Monday,Weekday,High,Dinner 20:00–21:00
2024-03-04 20:20:00,Dinner,735.0,2024-03-04,20,0,0,10,3,0.621301775147929,20:00–21:00,Monday,Weekday,High,Dinner 20:00–21:00
2024-03-04 20:30:00,Dinner,459.0,2024-03-04,20,0,0,10,3,0.3879966187658495,20:00–21:00,Monday,Weekday,Medium,Dinner 20:00–21:00
2024-03-04 20:40:00,Dinner,435.0,2024-03-04,20,0,0,10,3,0.36770921386306,20:00–21:00,Monday,Weekday,Medium,Dinner 20:00–21:00
2024-03-04 20:50:00,Dinner,223.0,2024-03-04,20,0,0,10,3,0.1885038038884192,20:00–21:00,Monday,Weekday,Low,Dinner 20:00–21:00
