timestamp,location,number_of_users,bandwidth_usage,date,hour,day_of_week,is_weekend,week,bandwidth_per_user,hour_label,day_name,week_type,load_level
2024-03-03 06:02:00,Academic Zone,20.0,24.92,2024-03-03,6,6,1,9,1.246,06:00–07:00,Sunday,Weekend,Low
2024-03-03 07:59:00,Academic Zone,35.0,47.01,2024-03-03,7,6,1,9,1.3431428571428572,07:00–08:00,Sunday,Weekend,Low
2024-03-03 08:28:00,Academic Zone,84.0,108.13,2024-03-03,8,6,1,9,1.2872619047619047,08:00–09:00,Sunday,Weekend,Medium
2024-03-03 09:42:00,Academic Zone,129.0,210.81,2024-03-03,9,6,1,9,1.634186046511628,09:00–10:00,Sunday,Weekend,Medium
2024-03-03 10:17:00,Academic Zone,157.0,288.6,2024-03-03,10,6,1,9,1.8382165605095544,10:00–11:00,Sunday,Weekend,High
2024-03-03 11:46:00,Academic Zone,208.0,354.79,2024-03-03,11,6,1,9,1.705721153846154,11:00–12:00,Sunday,Weekend,High
2024-03-03 12:34:00,Academic Zone,250.0,453.84,2024-03-03,12,6,1,9,1.81536,12:00–13:00,Sunday,Weekend,High
2024-03-03 13:39:00,Academic Zone,170.0,197.22,2024-03-03,13,6,1,9,1.1601176470588237,13:00–14:00,Sunday,Weekend,High
2024-03-03 14:45:00,Academic Zone,169.0,212.23,2024-03-03,14,6,1,9,1.2557988165680474,14:00–15:00,Sunday,Weekend,High
2024-03-03 15:20:00,Academic Zone,178.0,232.82,2024-03-03,15,6,1,9,1.3079775280898875,15:00–16:00,Sunday,Weekend,High
2024-03-03 16:02:00,Academic Zone,135.0,184.46,2024-03-03,16,6,1,9,1.3663703703703705,16:00–17:00,Sunday,Weekend,Medium
2024-03-03 17:33:00,Academic Zone,152.0,226.79,2024-03-03,17,6,1,9,1.4920394736842104,17:00–18:00,Sunday,Weekend,High
2024-03-03 18:40:00,Academic Zone,150.0,205.54,2024-03-03,18,6,1,9,1.3702666666666663,18:00–19:00,Sunday,Weekend,Medium
2024-03-03 19:17:00,Academic Zone,215.0,236.13,2024-03-03,19,6,1,9,1.0982790697674418,19:00–20:00,Sunday,Weekend,High
2024-03-03 20:23:00,Academic Zone,101.0,99.06,2024-03-03,20,6,1,9,0.9807920792079208,20:00–21:00,Sunday,Weekend,Medium
2024-03-03 21:21:00,Academic Zone,58.0,67.48,2024-03-03,21,6,1,9,1.163448275862069,21:00–22:00,Sunday,Weekend,Medium
2024-03-03 22:43:00,Academic Zone,25.0,36.78,2024-03-03,22,6,1,9,1.4712,22:00–23:00,Sunday,Weekend,Low
2024-03-03 23:11:00,Academic Zone,17.0,25.68,2024-03-03,23,6,1,9,1.5105882352941176,23:00–24:00,Sunday,Weekend,Low
2024-03-04 00:17:00,Academic Zone,8.0,18.11,2024-03-04,0,0,0,10,2.26375,00:00–01:00,Monday,Weekday,Low
2024-03-04 01:29:00,Academic Zone,3.0,3.54,2024-03-04,1,0,0,10,1.18,01:00–02:00,Monday,Weekday,Low
2024-03-04 02:52:00,Academic Zone,4.0,6.01,2024-03-04,2,0,0,10,1.5025,02:00–03:00,Monday,Weekday,Low
2024-03-04 03:15:00,Academic Zone,4.0,6.91,2024-03-04,3,0,0,10,1.7275,03:00–04:00,Monday,Weekday,Low
2024-03-04 04:36:00,Academic Zone,5.0,7.43,2024-03-04,4,0,0,10,1.486,04:00–05:00,Monday,Weekday,Low
2024-03-04 05:55:00,Academic Zone,29.0,47.15,2024-03-04,5,0,0,10,1.6258620689655172,05:00–06:00,Monday,Weekday,Low
2024-03-04 06:59:00,Academic Zone,71.0,111.16,2024-03-04,6,0,0,10,1.5656338028169017,06:00–07:00,Monday,Weekday,Medium
2024-03-04 07:10:00,Academic Zone,191.0,253.49,2024-03-04,7,0,0,10,1.32717277486911,07:00–08:00,Monday,Weekday,High
2024-03-04 08:20:00,Academic Zone,301.0,561.86,2024-03-04,8,0,0,10,1.8666445182724252,08:00–09:00,Monday,Weekday,High
2024-03-04 09:59:00,Academic Zone,446.0,488.31,2024-03-04,9,0,0,10,1.094865470852018,09:00–10:00,Monday,Weekday,High
2024-03-04 10:10:00,Academic Zone,154.0,232.07,2024-03-04,10,0,0,10,1.5069480519480518,10:00–11:00,Monday,Weekday,High
2024-03-04 11:55:00,Academic Zone,335.0,566.38,2024-03-04,11,0,0,10,1.690686567164179,11:00–12:00,Monday,Weekday,High
2024-03-04 12:50:00,Academic Zone,352.0,486.99,2024-03-04,12,0,0,10,1.3834943181818182,12:00–13:00,Monday,Weekday,High
2024-03-04 13:32:00,Academic Zone,320.0,699.69,2024-03-04,13,0,0,10,2.1865312500000003,13:00–14:00,Monday,Weekday,High
2024-03-04 14:23:00,Academic Zone,280.0,351.42,2024-03-04,14,0,0,10,1.2550714285714286,14:00–15:00,Monday,Weekday,High
2024-03-04 15:24:00,Academic Zone,235.0,333.71,2024-03-04,15,0,0,10,1.4200425531914893,15:00–16:00,Monday,Weekday,High
2024-03-04 16:20:00,Academic Zone,174.0,380.03,2024-03-04,16,0,0,10,2.1840804597701147,16:00–17:00,Monday,Weekday,High
2024-03-04 17:52:00,Academic Zone,253.0,316.56,2024-03-04,17,0,0,10,1.2512252964426878,17:00–18:00,Monday,Weekday,High
2024-03-04 18:40:00,Academic Zone,230.0,318.35,2024-03-04,18,0,0,10,1.3841304347826089,18:00–19:00,Monday,Weekday,High
2024-03-04 19:32:00,Academic Zone,272.0,342.07,2024-03-04,19,0,0,10,1.257610294117647,19:00–20:00,Monday,Weekday,High
2024-03-04 20:07:00,Academic Zone,308.0,449.62,2024-03-04,20,0,0,10,1.4598051948051949,20:00–21:00,Monday,Weekday,High
2024-03-04 21:03:00,Academic Zone,227.0,290.28,2024-03-04,21,0,0,10,1.2787665198237883,21:00–22:00,Monday,Weekday,High
2024-03-04 22:37:00,Academic Zone,102.0,156.06,2024-03-04,22,0,0,10,1.53,22:00–23:00,Monday,Weekday,Medium
2024-03-04 23:53:00,Academic Zone,31.0,55.61,2024-03-04,23,0,0,10,1.7938709677419356,23:00–24:00,Monday,Weekday,Low
2024-03-05 00:20:00,Academic Zone,7.0,14.27,2024-03-05,0,1,0,10,2.0385714285714287,00:00–01:00,Tuesday,Weekday,Low
2024-03-05 01:20:00,Academic Zone,5.0,4.37,2024-03-05,1,1,0,10,0.874,01:00–02:00,Tuesday,Weekday,Low
2024-03-05 02:23:00,Academic Zone,4.0,4.55,2024-03-05,2,1,0,10,1.1375,02:00–03:00,Tuesday,Weekday,Low
2024-03-05 03:30:00,Academic Zone,3.0,5.18,2024-03-05,3,1,0,10,1.7266666666666666,03:00–04:00,Tuesday,Weekday,Low
2024-03-05 04:51:00,Academic Zone,7.0,7.66,2024-03-05,4,1,0,10,1.0942857142857143,04:00–05:00,Tuesday,Weekday,Low
2024-03-05 05:01:00,Academic Zone,26.0,36.31,2024-03-05,5,1,0,10,1.3965384615384615,05:00–06:00,Tuesday,Weekday,Low
2024-03-05 06:55:00,Academic Zone,78.0,113.36,2024-03-05,6,1,0,10,1.4533333333333334,06:00–07:00,Tuesday,Weekday,Medium
2024-03-05 07:50:00,Academic Zone,129.0,183.68,2024-03-05,7,1,0,10,1.4238759689922482,07:00–08:00,Tuesday,Weekday,Medium
2024-03-05 08:29:00,Academic Zone,354.0,616.04,2024-03-05,8,1,0,10,1.7402259887005649,08:00–09:00,Tuesday,Weekday,High
2024-03-05 09:37:00,Academic Zone,150.0,223.9,2024-03-05,9,1,0,10,1.4926666666666668,09:00–10:00,Tuesday,Weekday,Medium
2024-03-05 10:46:00,Academic Zone,324.0,441.84,2024-03-05,10,1,0,10,1.3637037037037036,10:00–11:00,Tuesday,Weekday,High
2024-03-05 11:17:00,Academic Zone,436.0,463.19,2024-03-05,11,1,0,10,1.0623623853211008,11:00–12:00,Tuesday,Weekday,High
2024-03-05 12:33:00,Academic Zone,330.0,436.18,2024-03-05,12,1,0,10,1.3217575757575757,12:00–13:00,Tuesday,Weekday,High
2024-03-05 13:10:00,Academic Zone,247.0,451.51,2024-03-05,13,1,0,10,1.8279757085020245,13:00–14:00,Tuesday,Weekday,High
2024-03-05 14:51:00,Academic Zone,440.0,695.47,2024-03-05,14,1,0,10,1.5806136363636365,14:00–15:00,Tuesday,Weekday,High
2024-03-05 15:03:00,Academic Zone,358.0,495.75,2024-03-05,15,1,0,10,1.3847765363128492,15:00–16:00,Tuesday,Weekday,High
2024-03-05 16:26:00,Academic Zone,303.0,488.93,2024-03-05,16,1,0,10,1.6136303630363036,16:00–17:00,Tuesday,Weekday,High
2024-03-05 17:17:00,Academic Zone,133.0,145.69,2024-03-05,17,1,0,10,1.0954135338345865,17:00–18:00,Tuesday,Weekday,Medium
2024-03-05 18:45:00,Academic Zone,227.0,398.48,2024-03-05,18,1,0,10,1.7554185022026432,18:00–19:00,Tuesday,Weekday,High
2024-03-05 19:42:00,Academic Zone,371.0,411.58,2024-03-05,19,1,0,10,1.1093800539083558,19:00–20:00,Tuesday,Weekday,High
2024-03-05 20:37:00,Academic Zone,278.0,538.03,2024-03-05,20,1,0,10,1.935359712230216,20:00–21:00,Tuesday,Weekday,High
2024-03-05 21:50:00,Academic Zone,190.0,322.58,2024-03-05,21,1,0,10,1.6977894736842103,21:00–22:00,Tuesday,Weekday,High
2024-03-05 22:32:00,Academic Zone,123.0,163.91,2024-03-05,22,1,0,10,1.33260162601626,22:00–23:00,Tuesday,Weekday,Medium
2024-03-05 23:05:00,Academic Zone,32.0,37.57,2024-03-05,23,1,0,10,1.1740625,23:00–24:00,Tuesday,Weekday,Low
2024-03-06 00:08:00,Academic Zone,8.0,9.95,2024-03-06,0,2,0,10,1.24375,00:00–01:00,Wednesday,Weekday,Low
2024-03-06 01:02:00,Academic Zone,4.0,5.69,2024-03-06,1,2,0,10,1.4225,01:00–02:00,Wednesday,Weekday,Low
2024-03-06 02:14:00,Academic Zone,4.0,5.32,2024-03-06,2,2,0,10,1.33,02:00–03:00,Wednesday,Weekday,Low
2024-03-06 03:15:00,Academic Zone,4.0,5.44,2024-03-06,3,2,0,10,1.36,03:00–04:00,Wednesday,Weekday,Low
2024-03-06 04:52:00,Academic Zone,9.0,11.87,2024-03-06,4,2,0,10,1.3188888888888888,04:00–05:00,Wednesday,Weekday,Low
2024-03-06 05:04:00,Academic Zone,22.0,36.11,2024-03-06,5,2,0,10,1.6413636363636364,05:00–06:00,Wednesday,Weekday,Low
2024-03-06 06:02:00,Academic Zone,63.0,72.85,2024-03-06,6,2,0,10,1.1563492063492062,06:00–07:00,Wednesday,Weekday,Medium
2024-03-06 07:35:00,Academic Zone,151.0,269.4,2024-03-06,7,2,0,10,1.7841059602649003,07:00–08:00,Wednesday,Weekday,High
2024-03-06 08:19:00,Academic Zone,271.0,298.0,2024-03-06,8,2,0,10,1.099630996309963,08:00–09:00,Wednesday,Weekday,High
2024-03-06 09:24:00,Academic Zone,406.0,756.91,2024-03-06,9,2,0,10,1.8643103448275864,09:00–10:00,Wednesday,Weekday,High
2024-03-06 10:09:00,Academic Zone,413.0,496.42,2024-03-06,10,2,0,10,1.2019854721549637,10:00–11:00,Wednesday,Weekday,High
2024-03-06 11:27:00,Academic Zone,411.0,580.63,2024-03-06,11,2,0,10,1.4127250608272506,11:00–12:00,Wednesday,Weekday,High
2024-03-06 12:46:00,Academic Zone,288.0,561.63,2024-03-06,12,2,0,10,1.9501041666666667,12:00–13:00,Wednesday,Weekday,High
2024-03-06 13:00:00,Academic Zone,383.0,686.2,2024-03-06,13,2,0,10,1.791644908616188,13:00–14:00,Wednesday,Weekday,High
2024-03-06 14:45:00,Academic Zone,324.0,461.49,2024-03-06,14,2,0,10,1.424351851851852,14:00–15:00,Wednesday,Weekday,High
2024-03-06 15:04:00,Academic Zone,392.0,562.63,2024-03-06,15,2,0,10,1.435280612244898,15:00–16:00,Wednesday,Weekday,High
2024-03-06 16:45:00,Academic Zone,270.0,294.46,2024-03-06,16,2,0,10,1.0905925925925926,16:00–17:00,Wednesday,Weekday,High
2024-03-06 17:08:00,Academic Zone,275.0,412.58,2024-03-06,17,2,0,10,1.5002909090909091,17:00–18:00,Wednesday,Weekday,High
2024-03-06 18:38:00,Academic Zone,358.0,431.34,2024-03-06,18,2,0,10,1.2048603351955307,18:00–19:00,Wednesday,Weekday,High
2024-03-06 19:40:00,Academic Zone,322.0,597.06,2024-03-06,19,2,0,10,1.854223602484472,19:00–20:00,Wednesday,Weekday,High
2024-03-06 20:47:00,Academic Zone,309.0,544.92,2024-03-06,20,2,0,10,1.763495145631068,20:00–21:00,Wednesday,Weekday,High
2024-03-06 21:26:00,Academic Zone,209.0,402.25,2024-03-06,21,2,0,10,1.924641148325359,21:00–22:00,Wednesday,Weekday,High
2024-03-06 22:35:00,Academic Zone,93.0,62.62,2024-03-06,22,2,0,10,0.6733333333333333,22:00–23:00,Wednesday,Weekday,Medium
2024-03-06 23:49:00,Academic Zone,34.0,48.42,2024-03-06,23,2,0,10,1.4241176470588237,23:00–24:00,Wednesday,Weekday,Low
2024-03-07 00:42:00,Academic Zone,9.0,17.94,2024-03-07,0,3,0,10,1.9933333333333332,00:00–01:00,Thursday,Weekday,Low
2024-03-07 01:22:00,Academic Zone,4.0,6.76,2024-03-07,1,3,0,10,1.69,01:00–02:00,Thursday,Weekday,Low
2024-03-07 02:23:00,Academic Zone,3.0,3.97,2024-03-07,2,3,0,10,1.3233333333333337,02:00–03:00,Thursday,Weekday,Low
2024-03-07 03:24:00,Academic Zone,4.0,5.59,2024-03-07,3,3,0,10,1.3975,03:00–04:00,Thursday,Weekday,Low
2024-03-07 04:09:00,Academic Zone,8.0,12.63,2024-03-07,4,3,0,10,1.57875,04:00–05:00,Thursday,Weekday,Low
2024-03-07 05:54:00,Academic Zone,22.0,30.01,2024-03-07,5,3,0,10,1.3640909090909092,05:00–06:00,Thursday,Weekday,Low
2024-03-07 06:42:00,Academic Zone,62.0,87.03,2024-03-07,6,3,0,10,1.403709677419355,06:00–07:00,Thursday,Weekday,Medium
2024-03-07 07:03:00,Academic Zone,133.0,227.22,2024-03-07,7,3,0,10,1.7084210526315788,07:00–08:00,Thursday,Weekday,Medium
2024-03-07 08:07:00,Academic Zone,377.0,423.83,2024-03-07,8,3,0,10,1.1242175066312996,08:00–09:00,Thursday,Weekday,High
2024-03-07 09:43:00,Academic Zone,519.0,791.25,2024-03-07,9,3,0,10,1.5245664739884393,09:00–10:00,Thursday,Weekday,High
2024-03-07 10:46:00,Academic Zone,438.0,711.85,2024-03-07,10,3,0,10,1.6252283105022831,10:00–11:00,Thursday,Weekday,High
2024-03-07 11:11:00,Academic Zone,327.0,378.99,2024-03-07,11,3,0,10,1.1589908256880734,11:00–12:00,Thursday,Weekday,High
2024-03-07 12:11:00,Academic Zone,322.0,349.51,2024-03-07,12,3,0,10,1.0854347826086956,12:00–13:00,Thursday,Weekday,High
2024-03-07 13:13:00,Academic Zone,261.0,388.11,2024-03-07,13,3,0,10,1.4870114942528736,13:00–14:00,Thursday,Weekday,High
2024-03-07 14:46:00,Academic Zone,258.0,258.24,2024-03-07,14,3,0,10,1.0009302325581395,14:00–15:00,Thursday,Weekday,High
2024-03-07 15:37:00,Academic Zone,432.0,584.69,2024-03-07,15,3,0,10,1.353449074074074,15:00–16:00,Thursday,Weekday,High
2024-03-07 16:35:00,Academic Zone,283.0,381.32,2024-03-07,16,3,0,10,1.3474204946996466,16:00–17:00,Thursday,Weekday,High
2024-03-07 17:41:00,Academic Zone,235.0,437.08,2024-03-07,17,3,0,10,1.859914893617021,17:00–18:00,Thursday,Weekday,High
2024-03-07 18:54:00,Academic Zone,222.0,370.85,2024-03-07,18,3,0,10,1.6704954954954956,18:00–19:00,Thursday,Weekday,High
2024-03-07 19:19:00,Academic Zone,411.0,662.24,2024-03-07,19,3,0,10,1.6112895377128953,19:00–20:00,Thursday,Weekday,High
2024-03-07 20:41:00,Academic Zone,330.0,495.95,2024-03-07,20,3,0,10,1.502878787878788,20:00–21:00,Thursday,Weekday,High
2024-03-07 21:14:00,Academic Zone,286.0,511.93,2024-03-07,21,3,0,10,1.789965034965035,21:00–22:00,Thursday,Weekday,High
2024-03-07 22:01:00,Academic Zone,108.0,153.06,2024-03-07,22,3,0,10,1.4172222222222222,22:00–23:00,Thursday,Weekday,Medium
2024-03-07 23:36:00,Academic Zone,28.0,57.82,2024-03-07,23,3,0,10,2.065,23:00–24:00,Thursday,Weekday,Low
2024-03-08 00:46:00,Academic Zone,150.0,223.9,2024-03-08,0,4,0,10,1.4926666666666668,00:00–01:00,Friday,Weekday,Medium
2024-03-08 01:52:00,Academic Zone,4.0,8.96,2024-03-08,1,4,0,10,2.24,01:00–02:00,Friday,Weekday,Low
2024-03-08 02:11:00,Academic Zone,4.0,5.62,2024-03-08,2,4,0,10,1.405,02:00–03:00,Friday,Weekday,Low
2024-03-08 03:03:00,Academic Zone,2.0,2.56,2024-03-08,3,4,0,10,1.28,03:00–04:00,Friday,Weekday,Low
2024-03-08 04:29:00,Academic Zone,8.0,9.13,2024-03-08,4,4,0,10,1.14125,04:00–05:00,Friday,Weekday,Low
2024-03-08 05:07:00,Academic Zone,22.0,42.49,2024-03-08,5,4,0,10,1.9313636363636364,05:00–06:00,Friday,Weekday,Low
2024-03-08 06:20:00,Academic Zone,74.0,144.31,2024-03-08,6,4,0,10,1.9501351351351357,06:00–07:00,Friday,Weekday,Medium
2024-03-08 07:15:00,Academic Zone,141.0,215.87,2024-03-08,7,4,0,10,1.5309929078014184,07:00–08:00,Friday,Weekday,Medium
2024-03-08 08:48:00,Academic Zone,307.0,555.48,2024-03-08,8,4,0,10,1.8093811074918569,08:00–09:00,Friday,Weekday,High
2024-03-08 09:46:00,Academic Zone,305.0,510.43,2024-03-08,9,4,0,10,1.6735409836065571,09:00–10:00,Friday,Weekday,High
2024-03-08 10:12:00,Academic Zone,309.0,376.78,2024-03-08,10,4,0,10,1.2193527508090614,10:00–11:00,Friday,Weekday,High
2024-03-08 11:48:00,Academic Zone,335.0,688.57,2024-03-08,11,4,0,10,2.055432835820896,11:00–12:00,Friday,Weekday,High
2024-03-08 12:56:00,Academic Zone,280.0,440.63,2024-03-08,12,4,0,10,1.5736785714285717,12:00–13:00,Friday,Weekday,High
2024-03-08 13:36:00,Academic Zone,202.0,261.6,2024-03-08,13,4,0,10,1.295049504950495,13:00–14:00,Friday,Weekday,High
2024-03-08 14:47:00,Academic Zone,292.0,433.95,2024-03-08,14,4,0,10,1.4861301369863014,14:00–15:00,Friday,Weekday,High
2024-03-08 15:32:00,Academic Zone,388.0,689.4,2024-03-08,15,4,0,10,1.77680412371134,15:00–16:00,Friday,Weekday,High
2024-03-08 16:25:00,Academic Zone,196.0,201.22,2024-03-08,16,4,0,10,1.0266326530612244,16:00–17:00,Friday,Weekday,High
2024-03-08 17:48:00,Academic Zone,219.0,349.92,2024-03-08,17,4,0,10,1.5978082191780822,17:00–18:00,Friday,Weekday,High
2024-03-08 18:01:00,Academic Zone,321.0,567.01,2024-03-08,18,4,0,10,1.766386292834891,18:00–19:00,Friday,Weekday,High
2024-03-08 19:41:00,Academic Zone,432.0,554.79,2024-03-08,19,4,0,10,1.2842361111111111,19:00–20:00,Friday,Weekday,High
2024-03-08 20:36:00,Academic Zone,412.0,636.15,2024-03-08,20,4,0,10,1.5440533980582525,20:00–21:00,Friday,Weekday,High
2024-03-08 21:53:00,Academic Zone,238.0,398.46,2024-03-08,21,4,0,10,1.6742016806722688,21:00–22:00,Friday,Weekday,High
2024-03-08 22:36:00,Academic Zone,96.0,174.24,2024-03-08,22,4,0,10,1.815,22:00–23:00,Friday,Weekday,Medium
2024-03-08 23:49:00,Academic Zone,27.0,33.2,2024-03-08,23,4,0,10,1.2296296296296296,23:00–24:00,Friday,Weekday,Low
2024-03-09 00:59:00,Academic Zone,150.0,223.9,2024-03-09,0,5,1,10,1.4926666666666668,00:00–01:00,Saturday,Weekend,Medium
2024-03-09 01:01:00,Academic Zone,150.0,223.9,2024-03-09,1,5,1,10,1.4926666666666668,01:00–02:00,Saturday,Weekend,Medium
