student_id,date,class_id,attendance_status,day_of_week,is_weekend,month,week,is_present
STU1162,2024-03-01,CS102,Present,4,0,3,9,1
STU0645,2024-03-01,CS102,Absent,4,0,3,9,0
STU0436,2024-03-01,CS102,Present,4,0,3,9,1
STU1023,2024-03-01,CS102,Present,4,0,3,9,1
STU0811,2024-03-01,CS102,Present,4,0,3,9,1
STU0940,2024-03-01,CS102,Present,4,0,3,9,1
STU0293,2024-03-01,CS102,Present,4,0,3,9,1
STU0286,2024-03-01,ME203,Present,4,0,3,9,1
STU0506,2024-03-01,ME203,Present,4,0,3,9,1
STU1150,2024-03-01,ME203,Present,4,0,3,9,1
STU1104,2024-03-01,ME203,Present,4,0,3,9,1
STU0539,2024-03-01,ME203,Present,4,0,3,9,1
STU1198,2024-03-01,ME203,Absent,4,0,3,9,0
STU0878,2024-03-01,ME203,Present,4,0,3,9,1
STU1196,2024-03-01,ME203,Present,4,0,3,9,1
STU0818,2024-03-01,ME203,Present,4,0,3,9,1
STU0742,2024-03-01,ME203,Present,4,0,3,9,1
STU0450,2024-03-01,ME203,Present,4,0,3,9,1
STU0284,2024-03-01,ME203,Present,4,0,3,9,1
STU1044,2024-03-01,ME203,Present,4,0,3,9,1
STU1011,2024-03-01,ME203,Absent,4,0,3,9,0
STU0187,2024-03-01,ME203,Present,4,0,3,9,1
STU0097,2024-03-01,ME203,Present,4,0,3,9,1
STU0225,2024-03-01,ME203,Present,4,0,3,9,1
STU0314,2024-03-01,ME203,Present,4,0,3,9,1
STU0328,2024-03-01,ME203,Present,4,0,3,9,1
STU0865,2024-03-01,ME203,Present,4,0,3,9,1
STU0131,2024-03-01,ME203,Present,4,0,3,9,1
STU0789,2024-03-01,ME203,Present,4,0,3,9,1
STU0782,2024-03-01,ME203,Present,4,0,3,9,1
STU0959,2024-03-01,ME203,Present,4,0,3,9,1
STU1084,2024-03-01,ME203,Present,4,0,3,9,1
STU0515,2024-03-01,ME203,Present,4,0,3,9,1
STU1134,2024-03-01,ME203,Present,4,0,3,9,1
STU0024,2024-03-01,ME203,Present,4,0,3,9,1
STU0235,2024-03-01,ME203,Present,4,0,3,9,1
STU1100,2024-03-01,ME203,Absent,4,0,3,9,0
STU0547,2024-03-01,ME203,Present,4,0,3,9,1
STU0697,2024-03-01,ME203,Present,4,0,3,9,1
STU0229,2024-03-01,ME203,Present,4,0,3,9,1
STU0891,2024-03-01,ME201,Present,4,0,3,9,1
STU0324,2024-03-01,ME201,Absent,4,0,3,9,0
STU0930,2024-03-01,ME201,Present,4,0,3,9,1
STU0007,2024-03-01,ME201,Present,4,0,3,9,1
STU0540,2024-03-01,ME201,Absent,4,0,3,9,0
STU1026,2024-03-01,ME201,Present,4,0,3,9,1
STU0366,2024-03-01,ME201,Present,4,0,3,9,1
STU1040,2024-03-01,ME201,Absent,4,0,3,9,0
STU0218,2024-03-01,ME201,Present,4,0,3,9,1
STU0612,2024-03-01,ME201,Present,4,0,3,9,1
STU0408,2024-03-01,ME201,Absent,4,0,3,9,0
STU0314,2024-03-01,ME201,Present,4,0,3,9,1
STU0766,2024-03-01,ME201,Present,4,0,3,9,1
STU0331,2024-03-01,ME201,Absent,4,0,3,9,0
STU1105,2024-03-01,ME201,Present,4,0,3,9,1
STU1087,2024-03-01,ME201,Present,4,0,3,9,1
STU0002,2024-03-01,ME201,Present,4,0,3,9,1
STU0664,2024-03-01,ME201,Present,4,0,3,9,1
STU1001,2024-03-01,ME201,Present,4,0,3,9,1
STU0040,2024-03-01,ME201,Absent,4,0,3,9,0
STU0230,2024-03-01,ME201,Present,4,0,3,9,1
STU0744,2024-03-01,ME201,Present,4,0,3,9,1
STU0630,2024-03-01,ME201,Present,4,0,3,9,1
STU0491,2024-03-01,ME201,Present,4,0,3,9,1
STU0119,2024-03-01,ME201,Present,4,0,3,9,1
STU0494,2024-03-01,ME201,Present,4,0,3,9,1
STU1162,2024-03-01,ME201,Absent,4,0,3,9,0
STU0162,2024-03-01,ME201,Present,4,0,3,9,1
STU0176,2024-03-01,ME201,Present,4,0,3,9,1
STU0996,2024-03-01,ME201,Present,4,0,3,9,1
STU0142,2024-03-01,ME201,Present,4,0,3,9,1
STU1091,2024-03-01,ME201,Absent,4,0,3,9,0
STU0258,2024-03-01,ME201,Absent,4,0,3,9,0
STU0263,2024-03-01,ME201,Present,4,0,3,9,1
STU0974,2024-03-01,EE310,Present,4,0,3,9,1
STU1126,2024-03-01,EE310,Present,4,0,3,9,1
STU0339,2024-03-01,EE310,Present,4,0,3,9,1
STU0543,2024-03-01,EE310,Present,4,0,3,9,1
STU1081,2024-03-01,EE310,Present,4,0,3,9,1
STU0867,2024-03-01,EE310,Present,4,0,3,9,1
STU0434,2024-03-01,EE310,Present,4,0,3,9,1
STU1105,2024-03-01,EE310,Present,4,0,3,9,1
STU0412,2024-03-01,EE310,Absent,4,0,3,9,0
STU0639,2024-03-01,EE310,Present,4,0,3,9,1
STU0818,2024-03-01,EE310,Present,4,0,3,9,1
STU0765,2024-03-01,EE310,Present,4,0,3,9,1
STU0898,2024-03-01,EE310,Absent,4,0,3,9,0
STU1060,2024-03-01,EE310,Present,4,0,3,9,1
STU0925,2024-03-01,EE310,Present,4,0,3,9,1
STU0248,2024-03-01,EE310,Present,4,0,3,9,1
STU0508,2024-03-01,EE310,Present,4,0,3,9,1
STU0461,2024-03-01,EE310,Present,4,0,3,9,1
STU0132,2024-03-01,EE310,Present,4,0,3,9,1
STU0693,2024-03-01,EE310,Absent,4,0,3,9,0
STU0044,2024-03-01,EE310,Present,4,0,3,9,1
STU1135,2024-03-01,EE310,Present,4,0,3,9,1
STU0472,2024-03-01,EE310,Present,4,0,3,9,1
STU0452,2024-03-01,EE310,Absent,4,0,3,9,0
STU0015,2024-03-01,EE310,Present,4,0,3,9,1
STU0146,2024-03-01,EE310,Present,4,0,3,9,1
STU0121,2024-03-01,EE310,Present,4,0,3,9,1
STU0469,2024-03-01,EE310,Present,4,0,3,9,1
STU0139,2024-03-01,EE310,Present,4,0,3,9,1
STU0065,2024-03-01,EE310,Present,4,0,3,9,1
STU0677,2024-03-01,EE310,Present,4,0,3,9,1
STU1053,2024-03-01,EE310,Present,4,0,3,9,1
STU0488,2024-03-01,EE310,Present,4,0,3,9,1
STU0571,2024-03-01,EE310,Present,4,0,3,9,1
STU0995,2024-03-01,EE310,Present,4,0,3,9,1
STU0439,2024-03-01,EE310,Present,4,0,3,9,1
STU0271,2024-03-01,EE310,Absent,4,0,3,9,0
STU1170,2024-03-01,EE310,Present,4,0,3,9,1
STU1181,2024-03-01,EE310,Present,4,0,3,9,1
STU0969,2024-03-01,EE310,Present,4,0,3,9,1
STU0498,2024-03-01,EE310,Absent,4,0,3,9,0
STU0834,2024-03-01,EE310,Absent,4,0,3,9,0
STU0390,2024-03-01,EE310,Present,4,0,3,9,1
STU0194,2024-03-01,EE310,Present,4,0,3,9,1
STU0199,2024-03-01,EE310,Present,4,0,3,9,1
STU0883,2024-03-01,EE310,Present,4,0,3,9,1
STU0868,2024-03-01,CS105,Present,4,0,3,9,1
STU0842,2024-03-01,CS105,Present,4,0,3,9,1
STU0957,2024-03-01,CS105,Present,4,0,3,9,1
STU0111,2024-03-01,CS105,Absent,4,0,3,9,0
STU0202,2024-03-01,CS105,Absent,4,0,3,9,0
STU0125,2024-03-01,CS105,Present,4,0,3,9,1
STU0825,2024-03-01,CS105,Present,4,0,3,9,1
STU0695,2024-03-01,CS105,Present,4,0,3,9,1
STU0224,2024-03-01,CS105,Present,4,0,3,9,1
STU0510,2024-03-01,CS105,Absent,4,0,3,9,0
STU0393,2024-03-01,CS105,Absent,4,0,3,9,0
STU0390,2024-03-01,CS105,Present,4,0,3,9,1
STU1099,2024-03-01,CS105,Present,4,0,3,9,1
STU0919,2024-03-01,CS105,Present,4,0,3,9,1
STU0288,2024-03-01,CS105,Present,4,0,3,9,1
STU0865,2024-03-01,CS105,Absent,4,0,3,9,0
STU0376,2024-03-01,CS105,Present,4,0,3,9,1
STU0571,2024-03-01,CS105,Present,4,0,3,9,1
STU0948,2024-03-01,CS105,Present,4,0,3,9,1
STU0512,2024-03-01,CS105,Present,4,0,3,9,1
STU0155,2024-03-01,CS105,Present,4,0,3,9,1
STU0908,2024-03-01,CS105,Present,4,0,3,9,1
STU1128,2024-03-01,CS105,Present,4,0,3,9,1
STU0201,2024-03-01,CS105,Present,4,0,3,9,1
STU0104,2024-03-01,CS105,Present,4,0,3,9,1
STU1108,2024-03-01,CS105,Present,4,0,3,9,1
STU0031,2024-03-01,CS105,Present,4,0,3,9,1
STU0192,2024-03-01,CS105,Present,4,0,3,9,1
STU0485,2024-03-01,CS105,Present,4,0,3,9,1
STU0341,2024-03-01,CS105,Present,4,0,3,9,1
STU0833,2024-03-01,CS105,Present,4,0,3,9,1
STU0995,2024-03-01,CS105,Absent,4,0,3,9,0
STU0986,2024-03-01,CS105,Present,4,0,3,9,1
STU0438,2024-03-01,CS105,Present,4,0,3,9,1
STU0822,2024-03-01,CS105,Present,4,0,3,9,1
STU0121,2024-03-01,CS105,Present,4,0,3,9,1
STU0777,2024-03-01,ME209,Present,4,0,3,9,1
STU0005,2024-03-01,ME209,Present,4,0,3,9,1
STU0800,2024-03-01,ME209,Absent,4,0,3,9,0
STU0544,2024-03-01,ME209,Present,4,0,3,9,1
STU0932,2024-03-01,ME209,Absent,4,0,3,9,0
STU0585,2024-03-01,ME209,Present,4,0,3,9,1
STU0867,2024-03-01,ME209,Present,4,0,3,9,1
STU1139,2024-03-01,ME209,Present,4,0,3,9,1
STU0997,2024-03-01,ME209,Present,4,0,3,9,1
STU0318,2024-03-01,ME209,Present,4,0,3,9,1
STU0389,2024-03-01,ME209,Present,4,0,3,9,1
STU0608,2024-03-01,ME209,Present,4,0,3,9,1
STU0446,2024-03-01,ME209,Present,4,0,3,9,1
STU0120,2024-03-01,ME209,Present,4,0,3,9,1
STU1187,2024-03-01,ME209,Present,4,0,3,9,1
STU1111,2024-03-01,ME209,Present,4,0,3,9,1
STU0125,2024-03-01,ME209,Absent,4,0,3,9,0
STU0643,2024-03-01,ME209,Absent,4,0,3,9,0
STU0118,2024-03-01,ME209,Absent,4,0,3,9,0
STU0103,2024-03-01,ME209,Present,4,0,3,9,1
STU1197,2024-03-01,ME209,Present,4,0,3,9,1
STU0977,2024-03-01,ME209,Absent,4,0,3,9,0
STU1030,2024-03-01,ME209,Present,4,0,3,9,1
STU1088,2024-03-01,ME209,Absent,4,0,3,9,0
STU0323,2024-03-01,ME209,Absent,4,0,3,9,0
STU0117,2024-03-01,ME209,Absent,4,0,3,9,0
STU1041,2024-03-01,ME209,Present,4,0,3,9,1
STU0165,2024-03-01,ME209,Present,4,0,3,9,1
STU0381,2024-03-01,ME209,Absent,4,0,3,9,0
STU0141,2024-03-01,ME209,Present,4,0,3,9,1
STU0140,2024-03-01,CS104,Present,4,0,3,9,1
STU0482,2024-03-01,CS104,Present,4,0,3,9,1
STU0827,2024-03-01,CS104,Absent,4,0,3,9,0
STU0246,2024-03-01,CS104,Present,4,0,3,9,1
STU1167,2024-03-01,CS104,Present,4,0,3,9,1
STU0505,2024-03-01,CS104,Present,4,0,3,9,1
STU1186,2024-03-01,CS104,Present,4,0,3,9,1
STU0082,2024-03-01,CS104,Absent,4,0,3,9,0
STU0168,2024-03-01,CS104,Present,4,0,3,9,1
STU0859,2024-03-01,CS104,Present,4,0,3,9,1
STU1196,2024-03-01,CS104,Absent,4,0,3,9,0
STU1158,2024-03-01,CS104,Present,4,0,3,9,1
STU1071,2024-03-01,CS104,Present,4,0,3,9,1
STU0648,2024-03-01,CS104,Present,4,0,3,9,1
STU0535,2024-03-01,CS104,Present,4,0,3,9,1
STU0419,2024-03-01,CS104,Present,4,0,3,9,1
STU0644,2024-03-01,CS104,Present,4,0,3,9,1
STU0489,2024-03-01,CS104,Absent,4,0,3,9,0
STU0544,2024-03-01,CS104,Absent,4,0,3,9,0
STU0811,2024-03-01,CS104,Absent,4,0,3,9,0
STU0269,2024-03-01,CS104,Present,4,0,3,9,1
STU0615,2024-03-01,CS104,Present,4,0,3,9,1
STU0937,2024-03-01,CS104,Present,4,0,3,9,1
STU0149,2024-03-01,CS104,Present,4,0,3,9,1
STU0020,2024-03-01,CS104,Present,4,0,3,9,1
STU0939,2024-03-01,CS104,Present,4,0,3,9,1
STU1154,2024-03-01,CS104,Absent,4,0,3,9,0
STU0205,2024-03-01,CS104,Present,4,0,3,9,1
STU0151,2024-03-01,CS104,Present,4,0,3,9,1
STU1102,2024-03-01,CS104,Present,4,0,3,9,1
STU0437,2024-03-01,CS104,Present,4,0,3,9,1
STU1037,2024-03-01,CS104,Present,4,0,3,9,1
STU0272,2024-03-01,CS104,Present,4,0,3,9,1
STU0715,2024-03-01,CS104,Present,4,0,3,9,1
STU0141,2024-03-01,CS104,Present,4,0,3,9,1
STU0501,2024-03-01,CS104,Present,4,0,3,9,1
STU0757,2024-03-01,CS104,Present,4,0,3,9,1
STU0584,2024-03-01,CS104,Present,4,0,3,9,1
STU0324,2024-03-01,CS104,Absent,4,0,3,9,0
STU0898,2024-03-01,CS104,Present,4,0,3,9,1
STU1113,2024-03-01,CS104,Present,4,0,3,9,1
STU0620,2024-03-01,CS104,Present,4,0,3,9,1
STU1084,2024-03-01,CS104,Present,4,0,3,9,1
STU0017,2024-03-01,CS104,Present,4,0,3,9,1
STU1136,2024-03-01,ME207,Present,4,0,3,9,1
STU0614,2024-03-01,ME207,Present,4,0,3,9,1
STU0213,2024-03-01,ME207,Present,4,0,3,9,1
STU0276,2024-03-01,ME207,Present,4,0,3,9,1
STU0542,2024-03-01,ME207,Present,4,0,3,9,1
STU0237,2024-03-01,ME207,Present,4,0,3,9,1
STU0220,2024-03-01,ME207,Present,4,0,3,9,1
STU1134,2024-03-01,ME207,Absent,4,0,3,9,0
STU0319,2024-03-01,ME207,Present,4,0,3,9,1
STU0558,2024-03-01,ME207,Present,4,0,3,9,1
STU0578,2024-03-01,ME207,Present,4,0,3,9,1
STU0432,2024-03-01,ME207,Present,4,0,3,9,1
STU0703,2024-03-01,ME207,Present,4,0,3,9,1
STU0417,2024-03-01,ME207,Absent,4,0,3,9,0
STU0541,2024-03-01,ME207,Present,4,0,3,9,1
STU1036,2024-03-01,ME207,Absent,4,0,3,9,0
STU1001,2024-03-01,ME207,Absent,4,0,3,9,0
STU0515,2024-03-01,ME207,Present,4,0,3,9,1
STU0105,2024-03-01,ME207,Present,4,0,3,9,1
STU0190,2024-03-01,ME207,Present,4,0,3,9,1
STU0868,2024-03-01,ME207,Present,4,0,3,9,1
STU0567,2024-03-01,ME207,Present,4,0,3,9,1
STU0091,2024-03-01,ME207,Present,4,0,3,9,1
STU0008,2024-03-01,ME207,Present,4,0,3,9,1
STU0684,2024-03-01,ME207,Present,4,0,3,9,1
STU0268,2024-03-01,ME207,Absent,4,0,3,9,0
STU0537,2024-03-01,ME207,Absent,4,0,3,9,0
STU0331,2024-03-01,ME207,Absent,4,0,3,9,0
STU0905,2024-03-01,ME207,Present,4,0,3,9,1
STU1130,2024-03-01,ME207,Present,4,0,3,9,1
STU0876,2024-03-01,ME207,Present,4,0,3,9,1
STU1149,2024-03-01,ME207,Present,4,0,3,9,1
STU0020,2024-03-01,ME207,Present,4,0,3,9,1
STU0230,2024-03-01,ME207,Present,4,0,3,9,1
STU0155,2024-03-01,ME207,Present,4,0,3,9,1
STU0306,2024-03-01,ME207,Present,4,0,3,9,1
STU1118,2024-03-01,ME207,Present,4,0,3,9,1
STU0074,2024-03-01,ME207,Present,4,0,3,9,1
STU0757,2024-03-01,ME207,Absent,4,0,3,9,0
STU1193,2024-03-01,ME207,Present,4,0,3,9,1
STU1132,2024-03-01,ME207,Present,4,0,3,9,1
STU0304,2024-03-01,ME207,Present,4,0,3,9,1
STU0881,2024-03-01,ME207,Present,4,0,3,9,1
STU0262,2024-03-01,ME207,Present,4,0,3,9,1
STU0086,2024-03-01,ME207,Present,4,0,3,9,1
STU0632,2024-03-01,ME207,Present,4,0,3,9,1
STU0082,2024-03-01,EE304,Present,4,0,3,9,1
STU0733,2024-03-01,EE304,Present,4,0,3,9,1
STU0431,2024-03-01,EE304,Present,4,0,3,9,1
STU0512,2024-03-01,EE304,Present,4,0,3,9,1
STU0211,2024-03-01,EE304,Present,4,0,3,9,1
STU0725,2024-03-01,EE304,Present,4,0,3,9,1
STU1147,2024-03-01,EE304,Present,4,0,3,9,1
STU0833,2024-03-01,EE304,Absent,4,0,3,9,0
STU0317,2024-03-01,EE304,Present,4,0,3,9,1
STU0485,2024-03-01,EE304,Present,4,0,3,9,1
STU0333,2024-03-01,EE304,Present,4,0,3,9,1
STU0363,2024-03-01,EE304,Present,4,0,3,9,1
STU0845,2024-03-01,EE304,Present,4,0,3,9,1
STU0051,2024-03-01,EE304,Present,4,0,3,9,1
STU0368,2024-03-01,EE304,Absent,4,0,3,9,0
STU0681,2024-03-01,EE304,Present,4,0,3,9,1
STU0844,2024-03-01,EE304,Present,4,0,3,9,1
STU0509,2024-03-01,EE304,Present,4,0,3,9,1
STU0547,2024-03-01,EE304,Present,4,0,3,9,1
STU0327,2024-03-01,EE304,Present,4,0,3,9,1
STU0222,2024-03-01,EE304,Absent,4,0,3,9,0
STU0784,2024-03-01,EE304,Present,4,0,3,9,1
STU0080,2024-03-01,EE304,Absent,4,0,3,9,0
STU0964,2024-03-01,EE304,Absent,4,0,3,9,0
STU0456,2024-03-01,EE304,Present,4,0,3,9,1
STU0409,2024-03-01,EE304,Present,4,0,3,9,1
STU0943,2024-03-01,EE304,Present,4,0,3,9,1
STU0717,2024-03-01,EE304,Present,4,0,3,9,1
STU0626,2024-03-01,EE304,Present,4,0,3,9,1
STU0467,2024-03-01,EE304,Present,4,0,3,9,1
STU0457,2024-03-01,EE304,Present,4,0,3,9,1
STU0049,2024-03-01,EE304,Present,4,0,3,9,1
STU0396,2024-03-01,EE304,Absent,4,0,3,9,0
STU0817,2024-03-01,EE304,Present,4,0,3,9,1
STU0673,2024-03-01,EE304,Present,4,0,3,9,1
STU0571,2024-03-01,EE304,Present,4,0,3,9,1
STU0143,2024-03-01,EE308,Present,4,0,3,9,1
STU0572,2024-03-01,EE308,Present,4,0,3,9,1
STU0720,2024-03-01,EE308,Present,4,0,3,9,1
STU1044,2024-03-01,EE308,Absent,4,0,3,9,0
STU0819,2024-03-01,EE308,Present,4,0,3,9,1
STU1099,2024-03-01,EE308,Present,4,0,3,9,1
STU0679,2024-03-01,EE308,Present,4,0,3,9,1
STU0057,2024-03-01,EE308,Present,4,0,3,9,1
STU0237,2024-03-01,EE308,Present,4,0,3,9,1
STU0535,2024-03-01,EE308,Present,4,0,3,9,1
STU0366,2024-03-01,EE308,Absent,4,0,3,9,0
STU1190,2024-03-01,EE308,Present,4,0,3,9,1
STU0544,2024-03-01,EE308,Present,4,0,3,9,1
STU0079,2024-03-01,EE308,Present,4,0,3,9,1
STU0223,2024-03-01,EE308,Present,4,0,3,9,1
STU0890,2024-03-01,EE308,Absent,4,0,3,9,0
STU0708,2024-03-01,EE308,Absent,4,0,3,9,0
STU0643,2024-03-01,EE308,Present,4,0,3,9,1
STU0894,2024-03-01,EE308,Present,4,0,3,9,1
STU1048,2024-03-01,EE308,Present,4,0,3,9,1
STU0789,2024-03-01,EE308,Present,4,0,3,9,1
STU1181,2024-03-01,EE308,Absent,4,0,3,9,0
STU0390,2024-03-01,EE308,Present,4,0,3,9,1
STU0522,2024-03-01,EE308,Absent,4,0,3,9,0
STU0091,2024-03-01,EE308,Present,4,0,3,9,1
STU0004,2024-03-01,EE308,Absent,4,0,3,9,0
STU1065,2024-03-01,EE308,Present,4,0,3,9,1
STU1103,2024-03-01,EE308,Present,4,0,3,9,1
STU0404,2024-03-01,EE308,Absent,4,0,3,9,0
STU0746,2024-03-01,EE308,Present,4,0,3,9,1
STU0884,2024-03-01,EE308,Present,4,0,3,9,1
STU0144,2024-03-01,EE308,Absent,4,0,3,9,0
STU0677,2024-03-01,EE308,Absent,4,0,3,9,0
STU0256,2024-03-01,EE308,Present,4,0,3,9,1
STU0616,2024-03-01,EE308,Present,4,0,3,9,1
STU1039,2024-03-01,EE308,Present,4,0,3,9,1
STU0634,2024-03-01,EE308,Present,4,0,3,9,1
STU0837,2024-03-01,EE308,Present,4,0,3,9,1
STU0669,2024-03-01,EE308,Present,4,0,3,9,1
STU0825,2024-03-01,EE308,Present,4,0,3,9,1
STU0606,2024-03-01,EE308,Present,4,0,3,9,1
STU1136,2024-03-01,EE308,Present,4,0,3,9,1
STU0261,2024-03-01,EE308,Present,4,0,3,9,1
STU0393,2024-03-01,EE308,Present,4,0,3,9,1
STU0862,2024-03-01,EE308,Present,4,0,3,9,1
STU0777,2024-03-01,EE308,Present,4,0,3,9,1
STU0357,2024-03-01,EE308,Present,4,0,3,9,1
STU1166,2024-03-01,EE308,Absent,4,0,3,9,0
STU0617,2024-03-01,EE308,Present,4,0,3,9,1
STU0832,2024-03-01,EE308,Present,4,0,3,9,1
STU1123,2024-03-01,EE308,Present,4,0,3,9,1
STU0001,2024-03-01,EE308,Present,4,0,3,9,1
STU0588,2024-03-01,CS103,Present,4,0,3,9,1
STU0431,2024-03-01,CS103,Present,4,0,3,9,1
STU0881,2024-03-01,CS103,Present,4,0,3,9,1
STU1188,2024-03-01,CS103,Present,4,0,3,9,1
STU0660,2024-03-01,CS103,Present,4,0,3,9,1
STU0953,2024-03-01,CS103,Absent,4,0,3,9,0
STU0905,2024-03-01,CS103,Present,4,0,3,9,1
STU0906,2024-03-01,CS103,Present,4,0,3,9,1
STU0438,2024-03-01,CS103,Present,4,0,3,9,1
STU1047,2024-03-01,CS103,Absent,4,0,3,9,0
STU0970,2024-03-01,CS103,Present,4,0,3,9,1
STU0348,2024-03-01,CS103,Present,4,0,3,9,1
STU0174,2024-03-01,CS103,Present,4,0,3,9,1
STU0582,2024-03-01,CS103,Absent,4,0,3,9,0
STU1056,2024-03-01,CS103,Absent,4,0,3,9,0
STU0687,2024-03-01,CS103,Present,4,0,3,9,1
STU0192,2024-03-01,CS103,Present,4,0,3,9,1
STU0482,2024-03-01,CS103,Present,4,0,3,9,1
STU0636,2024-03-01,CS103,Present,4,0,3,9,1
STU0461,2024-03-01,CS103,Present,4,0,3,9,1
STU0408,2024-03-01,CS103,Present,4,0,3,9,1
STU0302,2024-03-01,CS103,Absent,4,0,3,9,0
STU0051,2024-03-01,CS103,Present,4,0,3,9,1
STU0095,2024-03-01,CS103,Present,4,0,3,9,1
STU0502,2024-03-01,CS103,Present,4,0,3,9,1
STU0974,2024-03-01,CS103,Present,4,0,3,9,1
STU0150,2024-03-01,CS103,Present,4,0,3,9,1
STU0933,2024-03-01,CS103,Present,4,0,3,9,1
STU0849,2024-03-01,CS103,Present,4,0,3,9,1
STU1179,2024-03-01,CS103,Present,4,0,3,9,1
STU0399,2024-03-01,CS103,Present,4,0,3,9,1
STU0787,2024-03-01,CS103,Present,4,0,3,9,1
STU1013,2024-03-01,CS103,Absent,4,0,3,9,0
STU0819,2024-03-01,CS103,Present,4,0,3,9,1
STU0303,2024-03-01,ME204,Present,4,0,3,9,1
STU0012,2024-03-01,ME204,Absent,4,0,3,9,0
STU0219,2024-03-01,ME204,Present,4,0,3,9,1
STU0871,2024-03-01,ME204,Absent,4,0,3,9,0
STU0449,2024-03-01,ME204,Absent,4,0,3,9,0
STU0361,2024-03-01,ME204,Absent,4,0,3,9,0
STU1061,2024-03-01,ME204,Present,4,0,3,9,1
STU0952,2024-03-01,ME204,Absent,4,0,3,9,0
STU0103,2024-03-01,ME204,Present,4,0,3,9,1
STU1142,2024-03-01,ME204,Absent,4,0,3,9,0
STU0511,2024-03-01,ME204,Present,4,0,3,9,1
