timestamp,building,units_consumed,date,hour,day_of_week,is_weekend,week,is_anomaly
2024-03-04 13:00:00,Academic Block A,37.651,2024-03-04,13,0,0,10,0
2024-03-04 14:00:00,Academic Block A,26.241,2024-03-04,14,0,0,10,0
2024-03-04 15:00:00,Academic Block A,26.391,2024-03-04,15,0,0,10,0
2024-03-04 16:00:00,Academic Block A,26.307,2024-03-04,16,0,0,10,0
2024-03-04 17:00:00,Academic Block A,23.167,2024-03-04,17,0,0,10,0
2024-03-04 18:00:00,Academic Block A,25.83,2024-03-04,18,0,0,10,0
2024-03-04 19:00:00,Academic Block A,34.817,2024-03-04,19,0,0,10,0
2024-03-04 20:00:00,Academic Block A,41.303,2024-03-04,20,0,0,10,0
2024-03-04 21:00:00,Academic Block A,20.233,2024-03-04,21,0,0,10,0
2024-03-04 22:00:00,Academic Block A,12.496,2024-03-04,22,0,0,10,0
2024-03-04 23:00:00,Academic Block A,3.993,2024-03-04,23,0,0,10,0
2024-03-05 00:00:00,Academic Block A,0.994,2024-03-05,0,1,0,10,0
2024-03-05 01:00:00,Academic Block A,0.524,2024-03-05,1,1,0,10,0
2024-03-05 02:00:00,Academic Block A,0.5,2024-03-05,2,1,0,10,0
2024-03-05 03:00:00,Academic Block A,0.5,2024-03-05,3,1,0,10,0
2024-03-05 04:00:00,Academic Block A,0.864,2024-03-05,4,1,0,10,0
2024-03-05 05:00:00,Academic Block A,2.357,2024-03-05,5,1,0,10,0
2024-03-05 06:00:00,Academic Block A,6.698,2024-03-05,6,1,0,10,0
2024-03-05 07:00:00,Academic Block A,12.627,2024-03-05,7,1,0,10,0
2024-03-05 08:00:00,Academic Block A,30.834,2024-03-05,8,1,0,10,0
2024-03-05 09:00:00,Academic Block A,37.253,2024-03-05,9,1,0,10,0
2024-03-05 10:00:00,Academic Block A,41.3,2024-03-05,10,1,0,10,0
2024-03-05 11:00:00,Academic Block A,38.932,2024-03-05,11,1,0,10,0
2024-03-05 12:00:00,Academic Block A,29.487,2024-03-05,12,1,0,10,0
2024-03-05 13:00:00,Academic Block A,38.077,2024-03-05,13,1,0,10,0
2024-03-05 14:00:00,Academic Block A,30.899,2024-03-05,14,1,0,10,0
2024-03-05 15:00:00,Academic Block A,34.948,2024-03-05,15,1,0,10,0
2024-03-05 16:00:00,Academic Block A,26.977,2024-03-05,16,1,0,10,0
2024-03-05 17:00:00,Academic Block A,20.862,2024-03-05,17,1,0,10,0
2024-03-05 18:00:00,Academic Block A,34.126,2024-03-05,18,1,0,10,0
2024-03-05 19:00:00,Academic Block A,35.09,2024-03-05,19,1,0,10,0
2024-03-05 20:00:00,Academic Block A,31.781,2024-03-05,20,1,0,10,0
2024-03-05 21:00:00,Academic Block A,23.455,2024-03-05,21,1,0,10,0
2024-03-05 22:00:00,Academic Block A,9.971,2024-03-05,22,1,0,10,0
2024-03-05 23:00:00,Academic Block A,3.408,2024-03-05,23,1,0,10,0
2024-03-06 00:00:00,Academic Block A,1.044,2024-03-06,0,2,0,10,0
2024-03-06 01:00:00,Academic Block A,0.5,2024-03-06,1,2,0,10,0
2024-03-06 02:00:00,Academic Block A,0.5,2024-03-06,2,2,0,10,0
2024-03-06 03:00:00,Academic Block A,0.5,2024-03-06,3,2,0,10,0
2024-03-06 04:00:00,Academic Block A,1.014,2024-03-06,4,2,0,10,0
2024-03-06 05:00:00,Academic Block A,2.037,2024-03-06,5,2,0,10,0
2024-03-06 06:00:00,Academic Block A,7.768,2024-03-06,6,2,0,10,0
2024-03-06 07:00:00,Academic Block A,16.559,2024-03-06,7,2,0,10,0
2024-03-06 08:00:00,Academic Block A,27.251,2024-03-06,8,2,0,10,0
2024-03-06 09:00:00,Academic Block A,50.604,2024-03-06,9,2,0,10,0
2024-03-06 10:00:00,Academic Block A,33.989,2024-03-06,10,2,0,10,0
2024-03-06 11:00:00,Academic Block A,33.665,2024-03-06,11,2,0,10,0
2024-03-06 12:00:00,Academic Block A,40.694,2024-03-06,12,2,0,10,0
2024-03-06 13:00:00,Academic Block A,42.429,2024-03-06,13,2,0,10,0
2024-03-06 14:00:00,Academic Block A,41.5615,2024-03-06,14,2,0,10,0
2024-03-06 15:00:00,Academic Block A,38.025,2024-03-06,15,2,0,10,0
2024-03-06 16:00:00,Academic Block A,28.418,2024-03-06,16,2,0,10,0
2024-03-06 17:00:00,Academic Block A,27.366,2024-03-06,17,2,0,10,0
2024-03-06 18:00:00,Academic Block A,34.33,2024-03-06,18,2,0,10,0
2024-03-06 19:00:00,Academic Block A,36.448,2024-03-06,19,2,0,10,0
2024-03-06 20:00:00,Academic Block A,25.875,2024-03-06,20,2,0,10,0
2024-03-06 21:00:00,Academic Block A,19.643,2024-03-06,21,2,0,10,0
2024-03-06 22:00:00,Academic Block A,10.665,2024-03-06,22,2,0,10,0
2024-03-06 23:00:00,Academic Block A,2.937,2024-03-06,23,2,0,10,0
2024-03-07 00:00:00,Academic Block A,0.911,2024-03-07,0,3,0,10,0
2024-03-07 01:00:00,Academic Block A,0.5,2024-03-07,1,3,0,10,0
2024-03-07 02:00:00,Academic Block A,0.528,2024-03-07,2,3,0,10,0
2024-03-07 03:00:00,Academic Block A,0.506,2024-03-07,3,3,0,10,0
2024-03-07 04:00:00,Academic Block A,0.942,2024-03-07,4,3,0,10,0
2024-03-07 05:00:00,Academic Block A,2.659,2024-03-07,5,3,0,10,0
2024-03-07 06:00:00,Academic Block A,7.388,2024-03-07,6,3,0,10,0
2024-03-07 07:00:00,Academic Block A,17.76,2024-03-07,7,3,0,10,0
2024-03-07 08:00:00,Academic Block A,12.574000000000002,2024-03-07,8,3,0,10,0
2024-03-07 09:00:00,Academic Block A,39.813,2024-03-07,9,3,0,10,0
2024-03-07 10:00:00,Academic Block A,45.4,2024-03-07,10,3,0,10,0
2024-03-07 11:00:00,Academic Block A,38.657,2024-03-07,11,3,0,10,0
2024-03-07 12:00:00,Academic Block A,34.939,2024-03-07,12,3,0,10,0
2024-03-07 13:00:00,Academic Block A,40.892,2024-03-07,13,3,0,10,0
2024-03-07 14:00:00,Academic Block A,37.915499999999994,2024-03-07,14,3,0,10,0
2024-03-07 15:00:00,Academic Block A,32.71,2024-03-07,15,3,0,10,0
2024-03-07 16:00:00,Academic Block A,27.339,2024-03-07,16,3,0,10,0
2024-03-07 17:00:00,Academic Block A,26.114,2024-03-07,17,3,0,10,0
2024-03-07 18:00:00,Academic Block A,27.695,2024-03-07,18,3,0,10,0
2024-03-07 19:00:00,Academic Block A,35.832,2024-03-07,19,3,0,10,0
2024-03-07 20:00:00,Academic Block A,30.438,2024-03-07,20,3,0,10,0
2024-03-07 21:00:00,Academic Block A,28.672,2024-03-07,21,3,0,10,0
2024-03-07 22:00:00,Academic Block A,12.073,2024-03-07,22,3,0,10,0
2024-03-07 23:00:00,Academic Block A,3.633,2024-03-07,23,3,0,10,0
2024-03-08 00:00:00,Academic Block A,0.989,2024-03-08,0,4,0,10,0
2024-03-08 01:00:00,Academic Block A,0.5,2024-03-08,1,4,0,10,0
2024-03-08 02:00:00,Academic Block A,0.5,2024-03-08,2,4,0,10,0
2024-03-08 03:00:00,Academic Block A,0.5,2024-03-08,3,4,0,10,0
2024-03-08 04:00:00,Academic Block A,0.825,2024-03-08,4,4,0,10,0
2024-03-08 05:00:00,Academic Block A,1.995,2024-03-08,5,4,0,10,0
2024-03-08 06:00:00,Academic Block A,6.452,2024-03-08,6,4,0,10,0
2024-03-08 07:00:00,Academic Block A,15.942,2024-03-08,7,4,0,10,0
2024-03-08 08:00:00,Academic Block A,25.524,2024-03-08,8,4,0,10,0
2024-03-08 09:00:00,Academic Block A,45.955,2024-03-08,9,4,0,10,0
2024-03-08 10:00:00,Academic Block A,40.046,2024-03-08,10,4,0,10,0
2024-03-08 11:00:00,Academic Block A,41.95,2024-03-08,11,4,0,10,0
2024-03-08 12:00:00,Academic Block A,38.016,2024-03-08,12,4,0,10,0
2024-03-08 13:00:00,Academic Block A,34.687,2024-03-08,13,4,0,10,0
2024-03-08 14:00:00,Academic Block A,42.438,2024-03-08,14,4,0,10,0
2024-03-08 15:00:00,Academic Block A,26.654,2024-03-08,15,4,0,10,0
2024-03-08 16:00:00,Academic Block A,37.704,2024-03-08,16,4,0,10,0
2024-03-08 17:00:00,Academic Block A,24.509,2024-03-08,17,4,0,10,0
2024-03-08 18:00:00,Academic Block A,28.053,2024-03-08,18,4,0,10,0
2024-03-08 19:00:00,Academic Block A,33.526,2024-03-08,19,4,0,10,0
2024-03-08 20:00:00,Academic Block A,33.1,2024-03-08,20,4,0,10,0
2024-03-08 21:00:00,Academic Block A,22.168,2024-03-08,21,4,0,10,0
2024-03-08 22:00:00,Academic Block A,10.52,2024-03-08,22,4,0,10,0
2024-03-08 23:00:00,Academic Block A,4.107,2024-03-08,23,4,0,10,0
2024-03-09 00:00:00,Academic Block A,2.483,2024-03-09,0,5,1,10,0
2024-03-09 01:00:00,Academic Block A,2.511,2024-03-09,1,5,1,10,0
2024-03-09 02:00:00,Academic Block A,2.673,2024-03-09,2,5,1,10,0
2024-03-09 03:00:00,Academic Block A,2.237,2024-03-09,3,5,1,10,0
2024-03-09 04:00:00,Academic Block A,2.141,2024-03-09,4,5,1,10,0
2024-03-09 05:00:00,Academic Block A,1.728,2024-03-09,5,5,1,10,0
2024-03-09 06:00:00,Academic Block A,1.817,2024-03-09,6,5,1,10,0
2024-03-09 07:00:00,Academic Block A,3.686,2024-03-09,7,5,1,10,0
2024-03-09 08:00:00,Academic Block A,7.331,2024-03-09,8,5,1,10,0
2024-03-09 09:00:00,Academic Block A,12.833,2024-03-09,9,5,1,10,0
2024-03-09 10:00:00,Academic Block A,21.275,2024-03-09,10,5,1,10,0
2024-03-09 11:00:00,Academic Block A,25.635,2024-03-09,11,5,1,10,0
2024-03-09 12:00:00,Academic Block A,29.178,2024-03-09,12,5,1,10,0
2024-03-09 13:00:00,Academic Block A,25.498,2024-03-09,13,5,1,10,0
2024-03-09 14:00:00,Academic Block A,21.589,2024-03-09,14,5,1,10,0
2024-03-09 15:00:00,Academic Block A,13.421,2024-03-09,15,5,1,10,0
2024-03-09 16:00:00,Academic Block A,15.267,2024-03-09,16,5,1,10,0
2024-03-09 17:00:00,Academic Block A,15.243,2024-03-09,17,5,1,10,0
2024-03-09 18:00:00,Academic Block A,14.624,2024-03-09,18,5,1,10,0
2024-03-09 19:00:00,Academic Block A,19.319,2024-03-09,19,5,1,10,0
2024-03-09 20:00:00,Academic Block A,11.163,2024-03-09,20,5,1,10,0
2024-03-09 21:00:00,Academic Block A,7.289,2024-03-09,21,5,1,10,0
2024-03-09 22:00:00,Academic Block A,21.248615105632155,2024-03-09,22,5,1,10,0
2024-03-09 23:00:00,Academic Block A,2.099,2024-03-09,23,5,1,10,0
2024-03-10 00:00:00,Academic Block A,2.201,2024-03-10,0,6,1,10,0
2024-03-10 01:00:00,Academic Block A,1.791,2024-03-10,1,6,1,10,0
2024-03-10 02:00:00,Academic Block A,1.645,2024-03-10,2,6,1,10,0
2024-03-10 03:00:00,Academic Block A,2.371,2024-03-10,3,6,1,10,0
2024-03-10 04:00:00,Academic Block A,2.55,2024-03-10,4,6,1,10,0
2024-03-10 05:00:00,Academic Block A,2.531,2024-03-10,5,6,1,10,0
2024-03-10 06:00:00,Academic Block A,1.859,2024-03-10,6,6,1,10,0
2024-03-10 07:00:00,Academic Block A,4.783,2024-03-10,7,6,1,10,0
2024-03-10 08:00:00,Academic Block A,9.969,2024-03-10,8,6,1,10,0
2024-03-10 09:00:00,Academic Block A,14.307,2024-03-10,9,6,1,10,0
2024-03-10 10:00:00,Academic Block A,16.773,2024-03-10,10,6,1,10,0
2024-03-10 11:00:00,Academic Block A,22.078,2024-03-10,11,6,1,10,0
2024-03-10 12:00:00,Academic Block A,27.439,2024-03-10,12,6,1,10,0
2024-03-10 13:00:00,Academic Block A,24.134,2024-03-10,13,6,1,10,0
2024-03-10 14:00:00,Academic Block A,16.912,2024-03-10,14,6,1,10,0
2024-03-10 15:00:00,Academic Block A,16.45,2024-03-10,15,6,1,10,0
2024-03-10 16:00:00,Academic Block A,11.456,2024-03-10,16,6,1,10,0
2024-03-10 17:00:00,Academic Block A,16.556,2024-03-10,17,6,1,10,0
2024-03-10 18:00:00,Academic Block A,20.482,2024-03-10,18,6,1,10,0
2024-03-10 19:00:00,Academic Block A,15.244,2024-03-10,19,6,1,10,0
2024-03-10 20:00:00,Academic Block A,9.097,2024-03-10,20,6,1,10,0
2024-03-10 21:00:00,Academic Block A,6.82,2024-03-10,21,6,1,10,0
2024-03-10 22:00:00,Academic Block A,3.017,2024-03-10,22,6,1,10,0
2024-03-10 23:00:00,Academic Block A,2.012,2024-03-10,23,6,1,10,0
2024-03-11 00:00:00,Academic Block A,0.815,2024-03-11,0,0,0,11,0
2024-03-11 01:00:00,Academic Block A,0.5,2024-03-11,1,0,0,11,0
2024-03-11 02:00:00,Academic Block A,0.5,2024-03-11,2,0,0,11,0
2024-03-11 03:00:00,Academic Block A,0.5,2024-03-11,3,0,0,11,0
2024-03-11 04:00:00,Academic Block A,0.844,2024-03-11,4,0,0,11,0
2024-03-11 05:00:00,Academic Block A,2.381,2024-03-11,5,0,0,11,0
2024-03-11 06:00:00,Academic Block A,6.972,2024-03-11,6,0,0,11,0
2024-03-11 07:00:00,Academic Block A,14.499,2024-03-11,7,0,0,11,0
2024-03-11 08:00:00,Academic Block A,26.321,2024-03-11,8,0,0,11,0
2024-03-11 09:00:00,Academic Block A,38.012,2024-03-11,9,0,0,11,0
2024-03-11 10:00:00,Academic Block A,49.408,2024-03-11,10,0,0,11,0
2024-03-11 11:00:00,Academic Block A,33.807,2024-03-11,11,0,0,11,0
2024-03-11 12:00:00,Academic Block A,33.047,2024-03-11,12,0,0,11,0
2024-03-11 13:00:00,Academic Block A,31.793,2024-03-11,13,0,0,11,0
2024-03-11 14:00:00,Academic Block A,40.884,2024-03-11,14,0,0,11,0
2024-03-11 15:00:00,Academic Block A,29.514,2024-03-11,15,0,0,11,0
2024-03-11 16:00:00,Academic Block A,29.069,2024-03-11,16,0,0,11,0
2024-03-11 17:00:00,Academic Block A,23.025,2024-03-11,17,0,0,11,0
2024-03-11 18:00:00,Academic Block A,29.717,2024-03-11,18,0,0,11,0
2024-03-11 19:00:00,Academic Block A,33.637,2024-03-11,19,0,0,11,0
2024-03-11 20:00:00,Academic Block A,34.735,2024-03-11,20,0,0,11,0
2024-03-11 21:00:00,Academic Block A,24.515,2024-03-11,21,0,0,11,0
2024-03-11 22:00:00,Academic Block A,29.625000000000014,2024-03-11,22,0,0,11,0
2024-03-11 23:00:00,Academic Block A,3.645,2024-03-11,23,0,0,11,0
2024-03-12 00:00:00,Academic Block A,0.993,2024-03-12,0,1,0,11,0
2024-03-12 01:00:00,Academic Block A,0.5,2024-03-12,1,1,0,11,0
2024-03-12 02:00:00,Academic Block A,0.5,2024-03-12,2,1,0,11,0
2024-03-12 03:00:00,Academic Block A,0.5,2024-03-12,3,1,0,11,0
2024-03-12 04:00:00,Academic Block A,0.906,2024-03-12,4,1,0,11,0
2024-03-12 05:00:00,Academic Block A,2.08,2024-03-12,5,1,0,11,0
2024-03-12 06:00:00,Academic Block A,6.312,2024-03-12,6,1,0,11,0
2024-03-12 07:00:00,Academic Block A,4.19600000000001,2024-03-12,7,1,0,11,0
2024-03-12 08:00:00,Academic Block A,28.919,2024-03-12,8,1,0,11,0
2024-03-12 09:00:00,Academic Block A,44.633,2024-03-12,9,1,0,11,0
2024-03-12 10:00:00,Academic Block A,38.502,2024-03-12,10,1,0,11,0
2024-03-12 11:00:00,Academic Block A,43.892,2024-03-12,11,1,0,11,0
2024-03-12 12:00:00,Academic Block A,29.347,2024-03-12,12,1,0,11,0
2024-03-12 13:00:00,Academic Block A,36.179,2024-03-12,13,1,0,11,0
2024-03-12 14:00:00,Academic Block A,38.03,2024-03-12,14,1,0,11,0
2024-03-12 15:00:00,Academic Block A,28.392,2024-03-12,15,1,0,11,0
2024-03-12 16:00:00,Academic Block A,27.4,2024-03-12,16,1,0,11,0
2024-03-12 17:00:00,Academic Block A,26.615,2024-03-12,17,1,0,11,0
2024-03-12 18:00:00,Academic Block A,31.989,2024-03-12,18,1,0,11,0
2024-03-12 19:00:00,Academic Block A,37.177,2024-03-12,19,1,0,11,0
2024-03-12 20:00:00,Academic Block A,30.856,2024-03-12,20,1,0,11,0
2024-03-12 21:00:00,Academic Block A,23.113,2024-03-12,21,1,0,11,0
2024-03-12 22:00:00,Academic Block A,9.302,2024-03-12,22,1,0,11,0
2024-03-12 23:00:00,Academic Block A,3.758,2024-03-12,23,1,0,11,0
2024-03-13 00:00:00,Academic Block A,0.788,2024-03-13,0,2,0,11,0
2024-03-13 01:00:00,Academic Block A,0.5,2024-03-13,1,2,0,11,0
2024-03-13 02:00:00,Academic Block A,0.5,2024-03-13,2,2,0,11,0
2024-03-13 03:00:00,Academic Block A,0.5,2024-03-13,3,2,0,11,0
2024-03-13 04:00:00,Academic Block A,0.946,2024-03-13,4,2,0,11,0
2024-03-13 05:00:00,Academic Block A,2.359,2024-03-13,5,2,0,11,0
2024-03-13 06:00:00,Academic Block A,6.366,2024-03-13,6,2,0,11,0
2024-03-13 07:00:00,Academic Block A,14.335,2024-03-13,7,2,0,11,0
2024-03-13 08:00:00,Academic Block A,30.574,2024-03-13,8,2,0,11,0
2024-03-13 09:00:00,Academic Block A,43.99,2024-03-13,9,2,0,11,0
2024-03-13 10:00:00,Academic Block A,39.166,2024-03-13,10,2,0,11,0
2024-03-13 11:00:00,Academic Block A,30.42,2024-03-13,11,2,0,11,0
2024-03-13 12:00:00,Academic Block A,29.755,2024-03-13,12,2,0,11,0
2024-03-13 13:00:00,Academic Block A,30.583,2024-03-13,13,2,0,11,0
2024-03-13 14:00:00,Academic Block A,39.591,2024-03-13,14,2,0,11,0
2024-03-13 15:00:00,Academic Block A,32.222,2024-03-13,15,2,0,11,0
2024-03-13 16:00:00,Academic Block A,22.754,2024-03-13,16,2,0,11,0
2024-03-13 17:00:00,Academic Block A,23.517,2024-03-13,17,2,0,11,0
2024-03-13 18:00:00,Academic Block A,27.676,2024-03-13,18,2,0,11,0
2024-03-13 19:00:00,Academic Block A,26.646,2024-03-13,19,2,0,11,0
2024-03-13 20:00:00,Academic Block A,28.852,2024-03-13,20,2,0,11,0
2024-03-13 21:00:00,Academic Block A,24.209,2024-03-13,21,2,0,11,0
2024-03-13 22:00:00,Academic Block A,11.358,2024-03-13,22,2,0,11,0
2024-03-13 23:00:00,Academic Block A,3.446,2024-03-13,23,2,0,11,0
2024-03-14 00:00:00,Academic Block A,0.997,2024-03-14,0,3,0,11,0
2024-03-14 01:00:00,Academic Block A,0.5,2024-03-14,1,3,0,11,0
2024-03-14 02:00:00,Academic Block A,0.533,2024-03-14,2,3,0,11,0
2024-03-14 03:00:00,Academic Block A,0.5,2024-03-14,3,3,0,11,0
2024-03-14 04:00:00,Academic Block A,0.871,2024-03-14,4,3,0,11,0
2024-03-14 05:00:00,Academic Block A,2.096,2024-03-14,5,3,0,11,0
2024-03-14 06:00:00,Academic Block A,6.247,2024-03-14,6,3,0,11,0
2024-03-14 07:00:00,Academic Block A,17.644,2024-03-14,7,3,0,11,0
2024-03-14 08:00:00,Academic Block A,28.688,2024-03-14,8,3,0,11,0
2024-03-14 09:00:00,Academic Block A,30.072,2024-03-14,9,3,0,11,0
2024-03-14 10:00:00,Academic Block A,42.391,2024-03-14,10,3,0,11,0
2024-03-14 11:00:00,Academic Block A,36.41,2024-03-14,11,3,0,11,0
2024-03-14 12:00:00,Academic Block A,32.522,2024-03-14,12,3,0,11,0
2024-03-14 13:00:00,Academic Block A,42.351,2024-03-14,13,3,0,11,0
2024-03-14 14:00:00,Academic Block A,40.736,2024-03-14,14,3,0,11,0
2024-03-14 15:00:00,Academic Block A,31.943,2024-03-14,15,3,0,11,0
2024-03-14 16:00:00,Academic Block A,25.179,2024-03-14,16,3,0,11,0
2024-03-14 17:00:00,Academic Block A,25.948,2024-03-14,17,3,0,11,0
2024-03-14 18:00:00,Academic Block A,29.565,2024-03-14,18,3,0,11,0
2024-03-14 19:00:00,Academic Block A,41.959,2024-03-14,19,3,0,11,0
2024-03-14 20:00:00,Academic Block A,33.748,2024-03-14,20,3,0,11,0
2024-03-14 21:00:00,Academic Block A,19.702,2024-03-14,21,3,0,11,0
2024-03-14 22:00:00,Academic Block A,11.231,2024-03-14,22,3,0,11,0
2024-03-14 23:00:00,Academic Block A,3.785,2024-03-14,23,3,0,11,0
2024-03-15 00:00:00,Academic Block A,3.095699053164507,2024-03-15,0,4,0,11,0
2024-03-15 01:00:00,Academic Block A,0.5,2024-03-15,1,4,0,11,0
