student_id,date,class_id,attendance_status
STU0162,2024-03-01,ME201,Present
STU0176,2024-03-01,ME201,Present
STU0996,2024-03-01,ME201,Present
STU0142,2024-03-01,ME201,Present
STU1091,2024-03-01,ME201,Absent
STU0258,2024-03-01,ME201,Absent
STU0263,2024-03-01,ME201,Present
STU0974,2024-03-01,EE310,Present
STU1126,2024-03-01,EE310,Present
STU0339,2024-03-01,EE310,Present
STU0543,2024-03-01,EE310,Present
STU1081,2024-03-01,EE310,Present
STU0867,2024-03-01,EE310,Present
STU0434,2024-03-01,EE310,Present
STU1105,2024-03-01,EE310,Present
STU0412,2024-03-01,EE310,Absent
STU0639,2024-03-01,EE310,Present
STU0818,2024-03-01,EE310,Present
STU0765,2024-03-01,EE310,Present
STU0898,2024-03-01,EE310,Absent
STU1060,2024-03-01,EE310,Present
STU0925,2024-03-01,EE310,Present
STU0248,2024-03-01,EE310,Present
STU0508,2024-03-01,EE310,Present
STU0461,2024-03-01,EE310,Present
STU0132,2024-03-01,EE310,Present
STU0693,2024-03-01,EE310,
STU0044,2024-03-01,EE310,Present
STU1135,2024-03-01,EE310,Present
STU0472,2024-03-01,EE310,Present
STU0452,2024-03-01,EE310,Absent
STU0015,2024-03-01,EE310,Present
STU0146,2024-03-01,EE310,Present
STU0121,2024-03-01,EE310,Present
STU0469,2024-03-01,EE310,Present
STU0139,2024-03-01,EE310,Present
STU0065,2024-03-01,EE310,Present
STU0677,2024-03-01,EE310,Present
STU1053,2024-03-01,EE310,Present
STU0488,2024-03-01,EE310,Present
STU0571,2024-03-01,EE310,Present
STU0995,2024-03-01,EE310,Present
STU0439,2024-03-01,EE310,Present
STU0271,2024-03-01,EE310,Absent
STU1170,2024-03-01,EE310,Present
STU1181,2024-03-01,EE310,Present
STU0969,2024-03-01,EE310,Present
STU0498,2024-03-01,EE310,Absent
STU0834,2024-03-01,EE310,
STU0390,2024-03-01,EE310,Present
STU0194,2024-03-01,EE310,Present
STU0199,2024-03-01,EE310,Present
STU0883,2024-03-01,EE310,Present
STU0868,2024-03-01,CS105,Present
STU0842,2024-03-01,CS105,Present
STU0957,2024-03-01,CS105,Present
STU0111,2024-03-01,CS105,
STU0202,2024-03-01,CS105,Absent
STU0125,2024-03-01,CS105,Present
STU0825,2024-03-01,CS105,Present
STU0695,2024-03-01,CS105,Present
STU0224,2024-03-01,CS105,Present
STU0510,2024-03-01,CS105,Absent
STU0393,2024-03-01,CS105,
STU0390,2024-03-01,CS105,Present
STU1099,2024-03-01,CS105,Present
STU0919,2024-03-01,CS105,Present
STU0288,2024-03-01,CS105,Present
STU0865,2024-03-01,CS105,Absent
STU0376,2024-03-01,CS105,Present
STU0571,2024-03-01,CS105,Present
STU0948,2024-03-01,CS105,Present
STU0512,2024-03-01,CS105,Present
STU0155,2024-03-01,CS105,Present
STU0908,2024-03-01,CS105,Present
STU1128,2024-03-01,CS105,Present
STU0201,2024-03-01,CS105,Present
STU0104,2024-03-01,CS105,Present
STU1108,2024-03-01,CS105,Present
STU0031,2024-03-01,CS105,Present
STU0192,2024-03-01,CS105,Present
STU0485,2024-03-01,CS105,Present
STU0341,2024-03-01,CS105,Present
STU0833,2024-03-01,CS105,Present
STU0995,2024-03-01,CS105,Absent
STU0986,2024-03-01,CS105,Present
STU0438,2024-03-01,CS105,Present
STU0822,2024-03-01,CS105,Present
STU0121,2024-03-01,CS105,Present
STU0777,2024-03-01,ME209,Present
STU0005,2024-03-01,ME209,Present
STU0800,2024-03-01,ME209,Absent
STU0544,2024-03-01,ME209,Present
STU0932,2024-03-01,ME209,Absent
STU0585,2024-03-01,ME209,Present
STU0867,2024-03-01,ME209,Present
STU1139,2024-03-01,ME209,Present
STU0997,2024-03-01,ME209,Present
STU0318,2024-03-01,ME209,Present
STU0389,2024-03-01,ME209,Present
STU0608,2024-03-01,ME209,Present
STU0446,2024-03-01,ME209,Present
STU0120,2024-03-01,ME209,Present
STU1187,2024-03-01,ME209,Present
STU1111,2024-03-01,ME209,Present
STU0125,2024-03-01,ME209,Absent
STU0643,2024-03-01,ME209,Absent
STU0118,2024-03-01,ME209,Absent
STU0103,2024-03-01,ME209,Present
STU1197,2024-03-01,ME209,Present
STU0977,2024-03-01,ME209,Absent
STU1030,2024-03-01,ME209,Present
STU1088,2024-03-01,ME209,Absent
STU0323,2024-03-01,ME209,Absent
STU0117,2024-03-01,ME209,Absent
STU1041,2024-03-01,ME209,Present
STU0165,2024-03-01,ME209,Present
STU0381,2024-03-01,ME209,
STU0141,2024-03-01,ME209,Present
STU0140,2024-03-01,CS104,Present
STU0482,2024-03-01,CS104,Present
STU0827,2024-03-01,CS104,Absent
STU0246,2024-03-01,CS104,Present
STU1167,2024-03-01,CS104,Present
STU0505,2024-03-01,CS104,Present
STU1186,2024-03-01,CS104,Present
STU0082,2024-03-01,CS104,Absent
STU0168,2024-03-01,CS104,Present
STU0859,2024-03-01,CS104,Present
STU1196,2024-03-01,CS104,Absent
STU1158,2024-03-01,CS104,Present
STU1071,2024-03-01,CS104,Present
STU0648,2024-03-01,CS104,Present
STU0535,2024-03-01,CS104,Present
STU0419,2024-03-01,CS104,Present
STU0644,2024-03-01,CS104,Present
STU0489,2024-03-01,CS104,
STU0544,2024-03-01,CS104,Absent
STU0811,2024-03-01,CS104,Absent
STU0269,2024-03-01,CS104,Present
STU0615,2024-03-01,CS104,Present
STU0937,2024-03-01,CS104,Present
STU0149,2024-03-01,CS104,Present
STU0020,2024-03-01,CS104,Present
STU0939,2024-03-01,CS104,Present
STU1154,2024-03-01,CS104,Absent
STU0205,2024-03-01,CS104,Present
STU0151,2024-03-01,CS104,Present
STU1102,2024-03-01,CS104,Present
STU0437,2024-03-01,CS104,Present
STU1037,2024-03-01,CS104,Present
STU0272,2024-03-01,CS104,Present
STU0715,2024-03-01,CS104,Present
STU0141,2024-03-01,CS104,Present
STU0501,2024-03-01,CS104,Present
STU0757,2024-03-01,CS104,Present
STU0584,2024-03-01,CS104,Present
STU0324,2024-03-01,CS104,Absent
STU0898,2024-03-01,CS104,Present
STU1113,2024-03-01,CS104,Present
STU0620,2024-03-01,CS104,Present
STU1084,2024-03-01,CS104,Present
STU0017,2024-03-01,CS104,Present
STU1136,2024-03-01,ME207,Present
STU0614,2024-03-01,ME207,Present
STU0213,2024-03-01,ME207,Present
STU0276,2024-03-01,ME207,Present
STU0542,2024-03-01,ME207,Present
STU0237,2024-03-01,ME207,Present
STU0220,2024-03-01,ME207,Present
STU1134,2024-03-01,ME207,Absent
STU0319,2024-03-01,ME207,Present
STU0558,2024-03-01,ME207,Present
STU0578,2024-03-01,ME207,Present
STU0432,2024-03-01,ME207,Present
STU0703,2024-03-01,ME207,Present
STU0417,2024-03-01,ME207,
STU0541,2024-03-01,ME207,Present
STU1036,2024-03-01,ME207,Absent
STU1001,2024-03-01,ME207,Absent
STU0515,2024-03-01,ME207,Present
STU0105,2024-03-01,ME207,Present
STU0190,2024-03-01,ME207,Present
STU0868,2024-03-01,ME207,Present
STU0567,2024-03-01,ME207,Present
STU0091,2024-03-01,ME207,Present
STU0008,2024-03-01,ME207,Present
STU0684,2024-03-01,ME207,Present
STU0268,2024-03-01,ME207,
STU0537,2024-03-01,ME207,Absent
STU0331,2024-03-01,ME207,
STU0905,2024-03-01,ME207,Present
STU1130,2024-03-01,ME207,Present
STU0876,2024-03-01,ME207,Present
STU1149,2024-03-01,ME207,Present
STU0020,2024-03-01,ME207,Present
STU0230,2024-03-01,ME207,Present
STU0155,2024-03-01,ME207,Present
STU0306,2024-03-01,ME207,Present
STU1118,2024-03-01,ME207,Present
STU0074,2024-03-01,ME207,Present
STU0757,2024-03-01,ME207,Absent
STU1193,2024-03-01,ME207,Present
STU1132,2024-03-01,ME207,Present
STU0304,2024-03-01,ME207,Present
STU0881,2024-03-01,ME207,Present
STU0262,2024-03-01,ME207,Present
STU0086,2024-03-01,ME207,Present
STU0632,2024-03-01,ME207,Present
STU0082,2024-03-01,EE304,Present
STU0733,2024-03-01,EE304,Present
STU0431,2024-03-01,EE304,Present
STU0512,2024-03-01,EE304,Present
STU0211,2024-03-01,EE304,Present
STU0725,2024-03-01,EE304,Present
STU1147,2024-03-01,EE304,Present
STU0833,2024-03-01,EE304,Absent
STU0317,2024-03-01,EE304,Present
STU0485,2024-03-01,EE304,Present
STU0333,2024-03-01,EE304,Present
STU0363,2024-03-01,EE304,Present
STU0845,2024-03-01,EE304,Present
STU0051,2024-03-01,EE304,Present
STU0368,2024-03-01,EE304,Absent
STU0681,2024-03-01,EE304,Present
STU0844,2024-03-01,EE304,Present
STU0509,2024-03-01,EE304,Present
STU0547,2024-03-01,EE304,Present
STU0327,2024-03-01,EE304,Present
STU0222,2024-03-01,EE304,Absent
STU0784,2024-03-01,EE304,Present
STU0080,2024-03-01,EE304,Absent
STU0964,2024-03-01,EE304,Absent
STU0456,2024-03-01,EE304,Present
STU0409,2024-03-01,EE304,Present
STU0943,2024-03-01,EE304,Present
STU0717,2024-03-01,EE304,Present
STU0626,2024-03-01,EE304,Present
STU0467,2024-03-01,EE304,Present
STU0457,2024-03-01,EE304,Present
STU0049,2024-03-01,EE304,Present
STU0396,2024-03-01,EE304,Absent
STU0817,2024-03-01,EE304,Present
STU0673,2024-03-01,EE304,Present
STU0571,2024-03-01,EE304,Present
STU0143,2024-03-01,EE308,Present
STU0572,2024-03-01,EE308,Present
STU0720,2024-03-01,EE308,Present
STU1044,2024-03-01,EE308,Absent
STU0819,2024-03-01,EE308,Present
STU1099,2024-03-01,EE308,Present
STU0679,2024-03-01,EE308,Present
STU0057,2024-03-01,EE308,Present
STU0237,2024-03-01,EE308,Present
STU0535,2024-03-01,EE308,Present
STU0366,2024-03-01,EE308,Absent
STU1190,2024-03-01,EE308,Present
STU0544,2024-03-01,EE308,Present
STU0079,2024-03-01,EE308,Present
STU0223,2024-03-01,EE308,Present
STU0890,2024-03-01,EE308,Absent
STU0708,2024-03-01,EE308,Absent
STU0643,2024-03-01,EE308,Present
STU0894,2024-03-01,EE308,Present
STU1048,2024-03-01,EE308,Present
STU0789,2024-03-01,EE308,Present
STU1181,2024-03-01,EE308,Absent
STU0390,2024-03-01,EE308,Present
STU0522,2024-03-01,EE308,Absent
STU0091,2024-03-01,EE308,Present
STU0004,2024-03-01,EE308,Absent
STU1065,2024-03-01,EE308,Present
STU1103,2024-03-01,EE308,Present
STU0404,2024-03-01,EE308,Absent
STU0746,2024-03-01,EE308,Present
STU0884,2024-03-01,EE308,Present
STU0144,2024-03-01,EE308,Absent
STU0677,2024-03-01,EE308,Absent
STU0256,2024-03-01,EE308,Present
STU0616,2024-03-01,EE308,Present
STU1039,2024-03-01,EE308,Present
STU0634,2024-03-01,EE308,Present
STU0837,2024-03-01,EE308,Present
STU0669,2024-03-01,EE308,Present
STU0825,2024-03-01,EE308,Present
STU0606,2024-03-01,EE308,Present
STU1136,2024-03-01,EE308,Present
STU0261,2024-03-01,EE308,Present
STU0393,2024-03-01,EE308,Present
STU0862,2024-03-01,EE308,Present
STU0777,2024-03-01,EE308,Present
STU0357,2024-03-01,EE308,Present
STU1166,2024-03-01,EE308,Absent
STU0617,2024-03-01,EE308,Present
STU0832,2024-03-01,EE308,Present
STU1123,2024-03-01,EE308,Present
STU0001,2024-03-01,EE308,Present
STU0588,2024-03-01,CS103,Present
STU0431,2024-03-01,CS103,Present
STU0881,2024-03-01,CS103,Present
STU1188,2024-03-01,CS103,Present
STU0660,2024-03-01,CS103,Present
STU0953,2024-03-01,CS103,Absent
STU0905,2024-03-01,CS103,Present
STU0906,2024-03-01,CS103,Present
STU0438,2024-03-01,CS103,Present
STU1047,2024-03-01,CS103,Absent
STU0970,2024-03-01,CS103,Present
STU0348,2024-03-01,CS103,Present
STU0174,2024-03-01,CS103,Present
STU0582,2024-03-01,CS103,Absent
STU1056,2024-03-01,CS103,Absent
STU0687,2024-03-01,CS103,Present
STU0192,2024-03-01,CS103,Present
STU0482,2024-03-01,CS103,Present
STU0636,2024-03-01,CS103,Present
STU0461,2024-03-01,CS103,Present
STU0408,2024-03-01,CS103,Present
STU0302,2024-03-01,CS103,Absent
STU0051,2024-03-01,CS103,Present
STU0095,2024-03-01,CS103,Present
STU0502,2024-03-01,CS103,Present
STU0974,2024-03-01,CS103,Present
STU0150,2024-03-01,CS103,Present
STU0933,2024-03-01,CS103,Present
STU0849,2024-03-01,CS103,Present
STU1179,2024-03-01,CS103,Present
STU0399,2024-03-01,CS103,Present
STU0787,2024-03-01,CS103,Present
STU1013,2024-03-01,CS103,Absent
STU0819,2024-03-01,CS103,Present
STU0303,2024-03-01,ME204,Present
STU0012,2024-03-01,ME204,Absent
STU0219,2024-03-01,ME204,Present
STU0871,2024-03-01,ME204,
STU0449,2024-03-01,ME204,
STU0361,2024-03-01,ME204,Absent
STU1061,2024-03-01,ME204,Present
STU0952,2024-03-01,ME204,Absent
STU0103,2024-03-01,ME204,Present
STU1142,2024-03-01,ME204,Absent
STU0511,2024-03-01,ME204,Present
STU0249,2024-03-01,ME204,Present
STU0935,2024-03-01,ME204,Absent
STU0274,2024-03-01,ME204,Present
STU1088,2024-03-01,ME204,Present
STU1145,2024-03-01,ME204,Present
STU0650,2024-03-01,ME204,Present
STU0907,2024-03-01,ME204,Present
STU1034,2024-03-01,ME204,Present
STU0874,2024-03-01,ME204,Absent
STU1123,2024-03-01,ME204,Present
STU0914,2024-03-01,ME204,Present
STU0326,2024-03-01,ME204,Absent
STU0973,2024-03-01,ME204,Absent
STU0922,2024-03-01,ME204,Present
STU0531,2024-03-01,ME204,Present
STU0507,2024-03-01,ME204,Present
STU0568,2024-03-01,ME204,Present
STU1068,2024-03-01,ME204,Present
STU0993,2024-03-01,ME204,Present
STU0490,2024-03-01,ME204,Present
STU0563,2024-03-01,ME204,Present
STU0159,2024-03-01,CS114,Absent
STU0586,2024-03-01,CS114,Absent
STU0481,2024-03-01,CS114,Present
STU0557,2024-03-01,CS114,Present
STU0688,2024-03-01,CS114,Present
STU0655,2024-03-01,CS114,Present
STU1107,2024-03-01,CS114,Present
STU0166,2024-03-01,CS114,Present
STU0284,2024-03-01,CS114,Absent
STU0309,2024-03-01,CS114,Absent
STU0474,2024-03-01,CS114,Absent
STU0785,2024-03-01,CS114,Present
STU0313,2024-03-01,CS114,Present
STU0439,2024-03-01,CS114,Present
STU0132,2024-03-01,CS114,Absent
STU0850,2024-03-01,CS114,Absent
STU0835,2024-03-01,CS114,Present
STU0678,2024-03-01,CS114,Present
STU1112,2024-03-01,CS114,Present
STU0955,2024-03-01,CS114,Present
STU0852,2024-03-01,CS114,Absent
STU0128,2024-03-01,CS114,Present
STU0424,2024-03-01,CS114,Present
STU0861,2024-03-01,CS114,Present
STU0798,2024-03-01,CS114,Absent
STU1197,2024-03-01,CS114,Absent
STU0041,2024-03-01,CS114,Absent
STU1180,2024-03-01,CS114,Present
STU0780,2024-03-01,CS114,Present
STU0977,2024-03-01,CS114,Present
STU0013,2024-03-01,CS114,Present
STU0721,2024-03-01,CS114,Absent
STU0612,2024-03-01,CS114,Present
STU0799,2024-03-01,CS114,Absent
STU0859,2024-03-01,CS114,Absent
STU1103,2024-03-01,CS114,Present
STU1119,2024-03-01,CS114,Present
STU0452,2024-03-01,CS114,Absent
STU1000,2024-03-01,CS114,Absent
STU0559,2024-03-01,EE309,Present
STU0893,2024-03-01,EE309,Present
STU0995,2024-03-01,EE309,Present
STU0060,2024-03-01,EE309,Absent
STU0797,2024-03-01,EE309,Present
STU0689,2024-03-01,EE309,Present
STU0829,2024-03-01,EE309,Present
STU0339,2024-03-01,EE309,Present
STU0958,2024-03-01,EE309,Present
STU0262,2024-03-01,EE309,Present
STU1094,2024-03-01,EE309,Present
STU0056,2024-03-01,EE309,Present
STU0807,2024-03-01,EE309,Present
STU1156,2024-03-01,EE309,Present
STU0172,2024-03-01,EE309,Absent
STU0878,2024-03-01,EE309,Present
STU0278,2024-03-01,EE309,Present
STU0946,2024-03-01,EE309,Absent
STU0373,2024-03-01,EE309,Present
STU0103,2024-03-01,EE309,Present
STU0533,2024-03-01,EE309,Present
STU0777,2024-03-01,EE309,Present
STU0671,2024-03-01,EE309,Present
STU0434,2024-03-01,EE309,Present
STU0932,2024-03-01,EE309,Present
STU0670,2024-03-01,EE309,Present
STU0692,2024-03-01,EE309,Present
STU0570,2024-03-01,EE309,Present
STU0864,2024-03-01,EE309,Present
STU0517,2024-03-01,EE309,Present
STU0168,2024-03-01,EE309,Present
STU0964,2024-03-01,EE309,Absent
STU1105,2024-03-01,CS101,Present
STU0107,2024-03-01,CS101,Present
STU0717,2024-03-01,CS101,Present
STU0460,2024-03-01,CS101,Present
STU0141,2024-03-01,CS101,Present
STU0083,2024-03-01,CS101,Absent
STU0064,2024-03-01,CS101,Absent
STU0507,2024-03-01,CS101,Present
STU0409,2024-03-01,CS101,Absent
STU0042,2024-03-01,CS101,Present
STU0313,2024-03-01,CS101,Present
STU0489,2024-03-01,CS101,Present
STU0259,2024-03-01,CS101,Absent
STU0970,2024-03-01,CS101,Present
STU0235,2024-03-01,CS101,Present
STU1156,2024-03-01,CS101,Present
STU0447,2024-03-01,CS101,Present
STU0953,2024-03-01,CS101,Present
STU0525,2024-03-01,CS101,Present
STU0756,2024-03-01,CS101,Present
STU0344,2024-03-01,CS101,Present
STU0336,2024-03-01,CS101,Present
STU0638,2024-03-01,CS101,Present
STU0222,2024-03-01,CS101,Present
STU1186,2024-03-01,CS101,Present
STU0639,2024-03-01,EE301,Absent
STU1180,2024-03-01,EE301,Present
STU0769,2024-03-01,EE301,Present
STU0813,2024-03-01,EE301,Present
STU0407,2024-03-01,EE301,Present
STU0156,2024-03-01,EE301,Present
STU0498,2024-03-01,EE301,Present
STU0209,2024-03-01,EE301,Present
STU0618,2024-03-01,EE301,Present
STU0248,2024-03-01,EE301,Present
STU1160,2024-03-01,EE301,Present
STU0085,2024-03-01,EE301,Present
STU0712,2024-03-01,EE301,Present
STU1092,2024-03-01,EE301,Present
STU0878,2024-03-01,EE301,
STU0759,2024-03-01,EE301,Present
STU0142,2024-03-01,EE301,Present
STU1037,2024-03-01,EE301,Present
STU0699,2024-03-01,EE301,Present
STU0026,2024-03-01,EE301,Present
STU0861,2024-03-01,EE301,Absent
STU1004,2024-03-01,EE301,Absent
STU0217,2024-03-01,EE301,Present
STU0888,2024-03-01,EE301,Present
STU0742,2024-03-01,EE301,Present
STU0942,2024-03-01,CS107,Present
STU0314,2024-03-01,CS107,Present
STU0892,2024-03-01,CS107,Present
STU0361,2024-03-01,CS107,Present
STU1069,2024-03-01,CS107,Present
STU0554,2024-03-01,CS107,
STU1103,2024-03-01,CS107,Present
STU0991,2024-03-01,CS107,Present
STU0953,2024-03-01,CS107,Present
STU0893,2024-03-01,CS107,Present
STU0550,2024-03-01,CS107,Present
STU0661,2024-03-01,CS107,Present
STU0503,2024-03-01,CS107,Absent
STU0178,2024-03-01,CS107,Present
STU0572,2024-03-01,CS107,Present
STU0924,2024-03-01,CS107,Present
STU0500,2024-03-01,CS107,Present
STU0952,2024-03-01,CS107,Present
STU1168,2024-03-01,CS107,Present
STU0777,2024-03-01,CS107,Present
STU0689,2024-03-01,CS107,Present
STU0059,2024-03-01,CS107,Present
STU1013,2024-03-01,CS107,Present
STU0666,2024-03-01,CS107,Present
STU0373,2024-03-01,CS107,Present
STU0999,2024-03-01,CS107,Present
STU0435,2024-03-01,CS107,Absent
STU0727,2024-03-01,CS107,
STU0530,2024-03-01,CS107,Present
STU0698,2024-03-01,CS107,Present
STU0573,2024-03-01,CS107,Present
STU0566,2024-03-01,CS107,Present
STU1139,2024-03-01,CS107,Present
STU0021,2024-03-01,CS107,Present
STU1059,2024-03-01,CS107,Present
STU0392,2024-03-01,CS107,Present
STU0176,2024-03-01,CS107,
STU0495,2024-03-01,CS107,Present
STU0833,2024-03-01,CS107,Present
STU1001,2024-03-01,CS107,Present
STU1138,2024-03-01,CS107,
STU0493,2024-03-01,CS107,Present
STU0976,2024-03-01,CS107,Absent
STU1006,2024-03-01,CS107,Present
STU0918,2024-03-01,CS107,Present
STU0499,2024-03-02,CS102,Present
STU0628,2024-03-02,CS102,Present
STU1192,2024-03-02,CS102,Present
STU0756,2024-03-02,CS102,Present
STU0970,2024-03-02,CS102,Present
STU1134,2024-03-02,CS102,Present
STU1088,2024-03-02,CS102,Present
STU0705,2024-03-02,CS102,Absent
STU0872,2024-03-02,CS102,Present
STU1128,2024-03-02,CS102,Present
STU0678,2024-03-02,CS102,Present
STU0721,2024-03-02,CS102,Absent
STU0930,2024-03-02,CS102,Present
STU0555,2024-03-02,CS102,Present
STU0515,2024-03-02,CS102,Absent
STU0473,2024-03-02,CS102,Absent
STU0248,2024-03-02,CS102,Absent
STU0395,2024-03-02,CS102,Present
STU0647,2024-03-02,CS102,Present
STU0245,2024-03-02,CS102,Absent
STU1098,2024-03-02,CS102,Absent
STU0380,2024-03-02,CS102,Absent
STU0393,2024-03-02,CS102,
STU0444,2024-03-02,CS102,Present
STU0992,2024-03-02,CS102,
STU0567,2024-03-02,CS102,Present
STU1075,2024-03-02,CS102,Present
STU0580,2024-03-02,CS102,Present
STU0206,2024-03-02,CS102,Present
STU0398,2024-03-02,CS102,Present
STU0607,2024-03-02,CS102,Present
STU0466,2024-03-02,CS102,
STU0740,2024-03-02,CS102,Present
STU0368,2024-03-02,CS102,Absent
STU0620,2024-03-02,CS102,Present
STU0029,2024-03-02,CS102,Present
STU1094,2024-03-02,CS102,Present
STU0260,2024-03-02,CS102,Present
STU0562,2024-03-02,CS102,Present
STU0094,2024-03-02,CS102,Present
STU0112,2024-03-02,CS102,Present
STU0599,2024-03-02,CS102,Absent
STU0259,2024-03-02,CS102,Present
STU1006,2024-03-02,CS102,Absent
STU0211,2024-03-02,CS102,Present
STU0026,2024-03-02,CS102,Absent
STU1176,2024-03-02,CS102,Absent
STU0962,2024-03-02,CS106,Absent
STU0981,2024-03-02,CS106,Present
STU0903,2024-03-02,CS106,Present
STU0698,2024-03-02,CS106,Present
STU0378,2024-03-02,CS106,Absent
STU0106,2024-03-02,CS106,Absent
STU0518,2024-03-02,CS106,Absent
STU0979,2024-03-02,CS106,Present
STU0234,2024-03-02,CS106,Absent
STU0134,2024-03-02,CS106,Absent
STU0821,2024-03-02,CS106,Present
STU1008,2024-03-02,CS106,Present
STU0152,2024-03-02,CS106,Absent
STU1182,2024-03-02,CS106,Absent
STU0110,2024-03-02,CS106,Absent
STU0311,2024-03-02,CS106,Present
STU0306,2024-03-02,CS106,Absent
STU1153,2024-03-02,CS106,Present
STU0623,2024-03-02,CS106,Present
